,hour,station_complex_id,station_complex,ridership,transfers
533,09,9,"57 St-7 Av (N,Q,R,W)",5.0,0.0
534,09,TRAM1,RI Tramway (Manhattan),3.0,0.0
535,09,119,1 Av (L),59.0,1.0
536,09,13,"28 St (R,W)",108.0,0.0
537,09,144,Dyckman St (A),8.0,0.0
538,09,145,190 St (A),4.0,0.0
539,09,147,175 St (A),3.0,0.0
540,09,159,"81 St-Museum of Natural History (C,B)",32.0,0.0
541,09,16,"8 St-NYU (R,W)",10.0,0.0
542,09,160,"72 St (C,B)",8.0,0.0
543,09,160,"72 St (C,B)",120.0,4.0
544,09,164,"34 St-Penn Station (A,C,E)",15.0,0.0
545,09,165,"23 St (C,E)",3.0,0.0
546,09,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",23.0,0.0
547,09,169,"Canal St (A,C,E)",3.0,0.0
548,09,17,"Prince St (R,W)",16.0,0.0
549,09,20,"City Hall (R,W)",32.0,0.0
550,09,20,"City Hall (R,W)",2.0,0.0
551,09,22,"Rector St (R,W)",1.0,0.0
552,09,299,Dyckman St (1),24.0,0.0
553,09,301,181 St (1),10.0,0.0
554,09,316,50 St (1),4.0,0.0
555,09,326,Franklin St (1),2.0,0.0
556,09,333,"Wall St (2,3)",110.0,0.0
557,09,395,103 St (6),38.0,0.0
558,09,396,96 St (6),31.0,7.0
559,09,397,"86 St (4,5,6)",28.0,2.0
560,09,399,68 St-Hunter College (6),14.0,0.0
561,09,403,33 St (6),23.0,3.0
562,09,405,23 St (6),54.0,3.0
563,09,441,"Central Park North (110 St) (2,3)",7.0,0.0
564,09,441,"Central Park North (110 St) (2,3)",16.0,0.0
565,09,476,86 St (Q),85.0,3.0
566,09,476,86 St (Q),30.0,0.0
567,09,609,"Bryant Pk (B,D,F,M)/5 Av (7)",2.0,0.0
568,09,610,"Grand Central-42 St (S,4,5,6,7)",437.0,0.0
569,09,613,"Lexington Av (N,R,W)/59 St (4,5,6)",38.0,12.0
570,09,9,"57 St-7 Av (N,Q,R,W)",7.0,0.0
571,09,143,Inwood-207 St (A),57.0,8.0
572,09,149,163 St-Amsterdam Av (C),2.0,0.0
573,09,151,"145 St (A,C,B,D)",26.0,0.0
574,09,158,"86 St (C,B)",3.0,1.0
575,09,158,"86 St (C,B)",25.0,1.0
576,09,16,"8 St-NYU (R,W)",23.0,0.0
577,09,160,"72 St (C,B)",31.0,0.0
578,09,22,"Rector St (R,W)",77.0,15.0
579,09,223,"Lexington Av/63 St (F,Q)",17.0,0.0
580,09,223,"Lexington Av/63 St (F,Q)",4.0,1.0
581,09,308,Cathedral Pkwy (110 St) (1),10.0,0.0
582,09,310,"96 St (1,2,3)",92.0,7.0
583,09,321,18 St (1),74.0,0.0
584,09,323,Christopher St-Sheridan Sq (1),10.0,1.0
585,09,404,28 St (6),29.0,0.0
586,09,407,Astor Pl (6),20.0,0.0
587,09,407,Astor Pl (6),1.0,0.0
588,09,413,"Wall St (4,5)",30.0,2.0
589,09,439,"125 St (2,3)",71.0,0.0
590,09,441,"Central Park North (110 St) (2,3)",16.0,0.0
591,09,477,72 St (Q),91.0,4.0
592,09,605,"168 St (A,C,1)",51.0,0.0
593,09,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",7.0,0.0
594,09,614,"59 St-Columbus Circle (A,B,C,D,1)",4.0,0.0
595,09,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",34.0,0.0
596,09,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",16.0,1.0
597,09,8,"5 Av/59 St (N,R,W)",13.0,0.0
598,09,8,"5 Av/59 St (N,R,W)",6.0,0.0
599,09,103,"Bowery (J,Z)",4.0,0.0
600,09,107,"Broad St (J,Z)",4.0,0.0
601,09,118,3 Av (L),2.0,0.0
602,09,118,3 Av (L),5.0,1.0
603,09,119,1 Av (L),276.0,7.0
604,09,146,181 St (A),15.0,0.0
605,09,157,"96 St (C,B)",27.0,5.0
606,09,158,"86 St (C,B)",125.0,10.0
607,09,297,215 St (1),7.0,0.0
608,09,304,145 St (1),21.0,1.0
609,09,305,137 St-City College (1),13.0,0.0
610,09,306,125 St (1),10.0,0.0
611,09,306,125 St (1),27.0,1.0
612,09,310,"96 St (1,2,3)",103.0,0.0
613,09,313,"72 St (1,2,3)",30.0,1.0
614,09,313,"72 St (1,2,3)",77.0,0.0
615,09,320,23 St (1),1.0,0.0
616,09,326,Franklin St (1),2.0,0.0
617,09,327,"Chambers St (1,2,3)",29.0,1.0
618,09,398,77 St (6),29.0,3.0
619,09,403,33 St (6),8.0,0.0
620,09,437,145 St (3),3.0,0.0
621,09,610,"Grand Central-42 St (S,4,5,6,7)",1940.0,24.0
622,09,614,"59 St-Columbus Circle (A,B,C,D,1)",13.0,0.0
623,09,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",110.0,1.0
624,09,623,"Canal St (J,N,Q,R,W,Z,6)",28.0,0.0
625,09,8,"5 Av/59 St (N,R,W)",17.0,0.0
626,09,TRAM2,RI Tramway (Roosevelt),13.0,0.0
627,09,TRAM2,RI Tramway (Roosevelt),1.0,1.0
628,09,14,"23 St (R,W)",63.0,0.0
629,09,143,Inwood-207 St (A),27.0,3.0
630,09,143,Inwood-207 St (A),31.0,0.0
631,09,149,163 St-Amsterdam Av (C),4.0,0.0
632,09,155,"Cathedral Pkwy (110 St) (C,B)",29.0,0.0
633,09,169,"Canal St (A,C,E)",3.0,0.0
634,09,17,"Prince St (R,W)",21.0,0.0
635,09,223,"Lexington Av/63 St (F,Q)",35.0,5.0
636,09,231,"Grand St (B,D)",54.0,5.0
637,09,232,2 Av (F),18.0,0.0
638,09,277,"7 Av (E,B,D)",16.0,0.0
639,09,306,125 St (1),85.0,2.0
640,09,308,Cathedral Pkwy (110 St) (1),26.0,0.0
641,09,311,86 St (1),41.0,2.0
642,09,316,50 St (1),2.0,0.0
643,09,326,Franklin St (1),6.0,0.0
644,09,395,103 St (6),10.0,0.0
645,09,414,"Bowling Green (4,5)",12.0,2.0
646,09,477,72 St (Q),8.0,0.0
647,09,613,"Lexington Av (N,R,W)/59 St (4,5,6)",50.0,4.0
648,09,618,"14 St (A,C,E)/8 Av (L)",7.0,0.0
649,09,107,"Broad St (J,Z)",6.0,0.0
650,09,153,"125 St (A,C,B,D)",36.0,1.0
651,09,154,"116 St (C,B)",9.0,0.0
652,09,157,"96 St (C,B)",4.0,0.0
653,09,159,"81 St-Museum of Natural History (C,B)",3.0,0.0
654,09,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",2.0,1.0
655,09,168,"Spring St (C,E)",1.0,0.0
656,09,169,"Canal St (A,C,E)",1.0,0.0
657,09,223,"Lexington Av/63 St (F,Q)",13.0,0.0
658,09,224,57 St (F),3.0,0.0
659,09,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",254.0,3.0
660,09,234,East Broadway (F),171.0,2.0
661,09,300,191 St (1),8.0,0.0
662,09,309,103 St (1),5.0,0.0
663,09,312,79 St (1),62.0,3.0
664,09,316,50 St (1),285.0,0.0
665,09,320,23 St (1),3.0,0.0
666,09,333,"Wall St (2,3)",1.0,0.0
667,09,395,103 St (6),119.0,1.0
668,09,405,23 St (6),1.0,0.0
669,09,440,"116 St (2,3)",18.0,1.0
670,09,471,34 St-Hudson Yards (7),165.0,1.0
671,09,475,96 St (Q),29.0,2.0
672,09,477,72 St (Q),338.0,1.0
673,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",1202.0,18.0
674,09,614,"59 St-Columbus Circle (A,B,C,D,1)",201.0,0.0
675,09,628,"Fulton St (A,C,J,Z,2,3,4,5)",38.0,0.0
676,09,9,"57 St-7 Av (N,Q,R,W)",90.0,2.0
677,09,9,"57 St-7 Av (N,Q,R,W)",56.0,0.0
678,09,10,"49 St (N,R,W)",12.0,0.0
679,09,10,"49 St (N,R,W)",1.0,0.0
680,09,10,"49 St (N,R,W)",14.0,0.0
681,09,119,1 Av (L),22.0,0.0
682,09,144,Dyckman St (A),8.0,0.0
683,09,146,181 St (A),4.0,0.0
684,09,149,163 St-Amsterdam Av (C),12.0,0.0
685,09,16,"8 St-NYU (R,W)",18.0,0.0
686,09,164,"34 St-Penn Station (A,C,E)",1590.0,4.0
687,09,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",36.0,0.0
688,09,298,207 St (1),11.0,2.0
689,09,301,181 St (1),116.0,17.0
690,09,304,145 St (1),48.0,0.0
691,09,305,137 St-City College (1),42.0,0.0
692,09,308,Cathedral Pkwy (110 St) (1),41.0,0.0
693,09,310,"96 St (1,2,3)",17.0,0.0
694,09,311,86 St (1),14.0,0.0
695,09,316,50 St (1),8.0,0.0
696,09,319,28 St (1),8.0,0.0
697,09,324,Houston St (1),6.0,0.0
698,09,392,"125 St (4,5,6)",70.0,0.0
699,09,394,110 St (6),95.0,0.0
700,09,399,68 St-Hunter College (6),61.0,5.0
701,09,405,23 St (6),65.0,0.0
702,09,438,"135 St (2,3)",14.0,1.0
703,09,471,34 St-Hudson Yards (7),5.0,0.0
704,09,475,96 St (Q),4.0,0.0
705,09,605,"168 St (A,C,1)",29.0,1.0
706,09,610,"Grand Central-42 St (S,4,5,6,7)",32.0,1.0
707,09,610,"Grand Central-42 St (S,4,5,6,7)",31.0,1.0
708,09,613,"Lexington Av (N,R,W)/59 St (4,5,6)",10.0,0.0
709,09,618,"14 St (A,C,E)/8 Av (L)",5.0,0.0
710,09,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",59.0,1.0
711,09,143,Inwood-207 St (A),27.0,0.0
712,09,146,181 St (A),5.0,0.0
713,09,151,"145 St (A,C,B,D)",97.0,3.0
714,09,153,"125 St (A,C,B,D)",307.0,13.0
715,09,155,"Cathedral Pkwy (110 St) (C,B)",12.0,1.0
716,09,156,"103 St (C,B)",8.0,0.0
717,09,158,"86 St (C,B)",9.0,1.0
718,09,158,"86 St (C,B)",2.0,0.0
719,09,162,"50 St (C,E)",13.0,1.0
720,09,165,"23 St (C,E)",6.0,0.0
721,09,168,"Spring St (C,E)",2.0,0.0
722,09,168,"Spring St (C,E)",8.0,0.0
723,09,169,"Canal St (A,C,E)",11.0,0.0
724,09,169,"Canal St (A,C,E)",61.0,0.0
725,09,22,"Rector St (R,W)",3.0,2.0
726,09,224,57 St (F),27.0,0.0
727,09,231,"Grand St (B,D)",23.0,0.0
728,09,297,215 St (1),8.0,0.0
729,09,313,"72 St (1,2,3)",435.0,2.0
730,09,314,66 St-Lincoln Center (1),5.0,1.0
731,09,314,66 St-Lincoln Center (1),6.0,1.0
732,09,318,"34 St-Penn Station (1,2,3)",652.0,6.0
733,09,323,Christopher St-Sheridan Sq (1),13.0,0.0
734,09,324,Houston St (1),115.0,0.0
735,09,328,WTC Cortlandt (1),2.0,0.0
736,09,396,96 St (6),193.0,9.0
737,09,475,96 St (Q),44.0,8.0
738,09,601,"14 St (F,M,1,2,3)/6 Av (L)",10.0,3.0
739,09,601,"14 St (F,M,1,2,3)/6 Av (L)",27.0,8.0
740,09,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",55.0,0.0
741,09,625,"Delancey St (F)/Essex St (J,M,Z)",24.0,0.0
742,09,103,"Bowery (J,Z)",2.0,0.0
743,09,103,"Bowery (J,Z)",2.0,0.0
744,09,119,1 Av (L),35.0,0.0
745,09,143,Inwood-207 St (A),133.0,13.0
746,09,145,190 St (A),27.0,1.0
747,09,145,190 St (A),15.0,0.0
748,09,147,175 St (A),17.0,0.0
749,09,151,"145 St (A,C,B,D)",20.0,2.0
750,09,232,2 Av (F),28.0,0.0
751,09,234,East Broadway (F),17.0,0.0
752,09,300,191 St (1),75.0,0.0
753,09,300,191 St (1),27.0,0.0
754,09,301,181 St (1),31.0,0.0
755,09,303,157 St (1),4.0,0.0
756,09,305,137 St-City College (1),26.0,0.0
757,09,310,"96 St (1,2,3)",165.0,6.0
758,09,310,"96 St (1,2,3)",57.0,2.0
759,09,325,Canal St (1),1.0,0.0
760,09,326,Franklin St (1),11.0,0.0
761,09,328,WTC Cortlandt (1),168.0,0.0
762,09,329,Rector St (1),124.0,12.0
763,09,394,110 St (6),45.0,0.0
764,09,397,"86 St (4,5,6)",103.0,6.0
765,09,398,77 St (6),40.0,0.0
766,09,403,33 St (6),27.0,2.0
767,09,414,"Bowling Green (4,5)",75.0,0.0
768,09,436,Harlem-148 St (3),10.0,0.0
769,09,437,145 St (3),42.0,1.0
770,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",78.0,3.0
771,09,613,"Lexington Av (N,R,W)/59 St (4,5,6)",105.0,0.0
772,09,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",7.0,0.0
773,09,623,"Canal St (J,N,Q,R,W,Z,6)",5.0,0.0
774,09,635,"South Ferry (1)/Whitehall St (R,W)",44.0,5.0
775,09,TRAM1,RI Tramway (Manhattan),45.0,0.0
776,09,228,"23 St (F,M)",311.0,4.0
777,09,107,"Broad St (J,Z)",24.0,1.0
778,09,145,190 St (A),1.0,0.0
779,09,149,163 St-Amsterdam Av (C),4.0,0.0
780,09,150,155 St (C),3.0,0.0
781,09,153,"125 St (A,C,B,D)",1.0,0.0
782,09,156,"103 St (C,B)",4.0,0.0
783,09,157,"96 St (C,B)",32.0,0.0
784,09,158,"86 St (C,B)",29.0,0.0
785,09,164,"34 St-Penn Station (A,C,E)",411.0,0.0
786,09,17,"Prince St (R,W)",10.0,0.0
787,09,222,Roosevelt Island (F),12.0,1.0
788,09,276,"5 Av/53 St (E,M)",5.0,0.0
789,09,296,Marble Hill-225 St (1),2.0,0.0
790,09,298,207 St (1),8.0,4.0
791,09,299,Dyckman St (1),15.0,0.0
792,09,305,137 St-City College (1),49.0,0.0
793,09,306,125 St (1),1.0,0.0
794,09,311,86 St (1),43.0,0.0
795,09,311,86 St (1),7.0,0.0
796,09,312,79 St (1),35.0,4.0
797,09,318,"34 St-Penn Station (1,2,3)",7.0,0.0
798,09,323,Christopher St-Sheridan Sq (1),12.0,0.0
799,09,325,Canal St (1),28.0,0.0
800,09,325,Canal St (1),51.0,0.0
801,09,396,96 St (6),13.0,1.0
802,09,399,68 St-Hunter College (6),6.0,1.0
803,09,405,23 St (6),204.0,15.0
804,09,438,"135 St (2,3)",46.0,0.0
805,09,438,"135 St (2,3)",47.0,0.0
806,09,475,96 St (Q),36.0,3.0
807,09,475,96 St (Q),264.0,10.0
808,09,477,72 St (Q),33.0,0.0
809,09,601,"14 St (F,M,1,2,3)/6 Av (L)",26.0,4.0
810,09,605,"168 St (A,C,1)",29.0,0.0
811,09,609,"Bryant Pk (B,D,F,M)/5 Av (7)",12.0,3.0
812,09,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",1125.0,0.0
813,09,618,"14 St (A,C,E)/8 Av (L)",279.0,5.0
814,09,623,"Canal St (J,N,Q,R,W,Z,6)",49.0,0.0
815,09,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",12.0,0.0
816,09,628,"Fulton St (A,C,J,Z,2,3,4,5)",54.0,0.0
817,09,635,"South Ferry (1)/Whitehall St (R,W)",28.0,14.0
818,09,14,"23 St (R,W)",21.0,0.0
819,09,146,181 St (A),32.0,0.0
820,09,146,181 St (A),58.0,0.0
821,09,154,"116 St (C,B)",88.0,0.0
822,09,162,"50 St (C,E)",200.0,0.0
823,09,165,"23 St (C,E)",59.0,0.0
824,09,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",45.0,0.0
825,09,222,Roosevelt Island (F),22.0,1.0
826,09,298,207 St (1),18.0,0.0
827,09,308,Cathedral Pkwy (110 St) (1),8.0,0.0
828,09,309,103 St (1),5.0,0.0
829,09,311,86 St (1),42.0,0.0
830,09,319,28 St (1),22.0,0.0
831,09,321,18 St (1),7.0,0.0
832,09,321,18 St (1),18.0,0.0
833,09,321,18 St (1),1.0,0.0
834,09,326,Franklin St (1),3.0,0.0
835,09,393,116 St (6),173.0,4.0
836,09,395,103 St (6),53.0,1.0
837,09,395,103 St (6),45.0,0.0
838,09,396,96 St (6),4.0,2.0
839,09,399,68 St-Hunter College (6),15.0,0.0
840,09,404,28 St (6),18.0,0.0
841,09,405,23 St (6),19.0,6.0
842,09,413,"Wall St (4,5)",132.0,6.0
843,09,439,"125 St (2,3)",16.0,0.0
844,09,440,"116 St (2,3)",112.0,0.0
845,09,476,86 St (Q),4.0,0.0
846,09,476,86 St (Q),37.0,1.0
847,09,476,86 St (Q),44.0,0.0
848,09,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",46.0,8.0
849,09,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",112.0,0.0
850,09,613,"Lexington Av (N,R,W)/59 St (4,5,6)",138.0,41.0
851,09,8,"5 Av/59 St (N,R,W)",1.0,0.0
852,09,119,1 Av (L),30.0,0.0
853,09,154,"116 St (C,B)",4.0,0.0
854,09,16,"8 St-NYU (R,W)",2.0,0.0
855,09,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",30.0,0.0
856,09,228,"23 St (F,M)",8.0,0.0
857,09,228,"23 St (F,M)",6.0,0.0
858,09,232,2 Av (F),20.0,0.0
859,09,301,181 St (1),68.0,10.0
860,09,303,157 St (1),144.0,4.0
861,09,314,66 St-Lincoln Center (1),9.0,0.0
862,09,314,66 St-Lincoln Center (1),14.0,1.0
863,09,318,"34 St-Penn Station (1,2,3)",113.0,0.0
864,09,319,28 St (1),4.0,0.0
865,09,320,23 St (1),17.0,0.0
866,09,323,Christopher St-Sheridan Sq (1),11.0,0.0
867,09,438,"135 St (2,3)",50.0,0.0
868,09,476,86 St (Q),56.0,0.0
869,09,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",12.0,0.0
870,09,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",13.0,1.0
871,09,605,"168 St (A,C,1)",46.0,0.0
872,09,609,"Bryant Pk (B,D,F,M)/5 Av (7)",121.0,6.0
873,09,610,"Grand Central-42 St (S,4,5,6,7)",111.0,4.0
874,09,610,"Grand Central-42 St (S,4,5,6,7)",11.0,0.0
875,09,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",30.0,0.0
876,09,625,"Delancey St (F)/Essex St (J,M,Z)",23.0,0.0
877,09,628,"Fulton St (A,C,J,Z,2,3,4,5)",806.0,6.0
878,09,8,"5 Av/59 St (N,R,W)",1.0,0.0
879,09,8,"5 Av/59 St (N,R,W)",8.0,0.0
880,09,8,"5 Av/59 St (N,R,W)",61.0,3.0
881,09,TRAM2,RI Tramway (Roosevelt),52.0,0.0
882,09,103,"Bowery (J,Z)",28.0,0.0
883,09,118,3 Av (L),1.0,0.0
884,09,14,"23 St (R,W)",14.0,4.0
885,09,14,"23 St (R,W)",141.0,7.0
886,09,143,Inwood-207 St (A),2.0,0.0
887,09,147,175 St (A),34.0,0.0
888,09,150,155 St (C),4.0,0.0
889,09,150,155 St (C),46.0,0.0
890,09,152,"135 St (C,B)",6.0,0.0
891,09,157,"96 St (C,B)",6.0,2.0
892,09,159,"81 St-Museum of Natural History (C,B)",104.0,5.0
893,09,165,"23 St (C,E)",201.0,5.0
894,09,20,"City Hall (R,W)",1.0,0.0
895,09,20,"City Hall (R,W)",6.0,0.0
896,09,220,"155 St (B,D)",4.0,0.0
897,09,224,57 St (F),1.0,0.0
898,09,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",140.0,0.0
899,09,232,2 Av (F),47.0,1.0
900,09,277,"7 Av (E,B,D)",153.0,0.0
901,09,297,215 St (1),3.0,0.0
902,09,306,125 St (1),15.0,0.0
903,09,308,Cathedral Pkwy (110 St) (1),42.0,0.0
904,09,310,"96 St (1,2,3)",32.0,2.0
905,09,312,79 St (1),3.0,0.0
906,09,312,79 St (1),212.0,3.0
907,09,319,28 St (1),5.0,0.0
908,09,320,23 St (1),171.0,5.0
909,09,327,"Chambers St (1,2,3)",4.0,2.0
910,09,333,"Wall St (2,3)",5.0,0.0
911,09,398,77 St (6),281.0,9.0
912,09,404,28 St (6),21.0,1.0
913,09,413,"Wall St (4,5)",1.0,0.0
914,09,601,"14 St (F,M,1,2,3)/6 Av (L)",5.0,1.0
915,09,609,"Bryant Pk (B,D,F,M)/5 Av (7)",33.0,0.0
916,09,614,"59 St-Columbus Circle (A,B,C,D,1)",594.0,14.0
917,09,623,"Canal St (J,N,Q,R,W,Z,6)",16.0,0.0
918,09,623,"Canal St (J,N,Q,R,W,Z,6)",10.0,0.0
919,09,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",441.0,16.0
920,09,628,"Fulton St (A,C,J,Z,2,3,4,5)",512.0,3.0
921,09,635,"South Ferry (1)/Whitehall St (R,W)",40.0,27.0
922,09,635,"South Ferry (1)/Whitehall St (R,W)",11.0,5.0
923,09,TRAM1,RI Tramway (Manhattan),2.0,2.0
924,09,107,"Broad St (J,Z)",45.0,2.0
925,09,119,1 Av (L),12.0,0.0
926,09,152,"135 St (C,B)",19.0,0.0
927,09,152,"135 St (C,B)",15.0,0.0
928,09,153,"125 St (A,C,B,D)",17.0,0.0
929,09,154,"116 St (C,B)",10.0,0.0
930,09,155,"Cathedral Pkwy (110 St) (C,B)",37.0,1.0
931,09,158,"86 St (C,B)",1.0,0.0
932,09,160,"72 St (C,B)",2.0,0.0
933,09,220,"155 St (B,D)",13.0,1.0
934,09,231,"Grand St (B,D)",1.0,0.0
935,09,232,2 Av (F),9.0,0.0
936,09,234,East Broadway (F),86.0,3.0
937,09,276,"5 Av/53 St (E,M)",32.0,0.0
938,09,300,191 St (1),29.0,0.0
939,09,306,125 St (1),16.0,2.0
940,09,308,Cathedral Pkwy (110 St) (1),38.0,1.0
941,09,319,28 St (1),94.0,0.0
942,09,324,Houston St (1),25.0,0.0
943,09,327,"Chambers St (1,2,3)",110.0,3.0
944,09,393,116 St (6),49.0,0.0
945,09,397,"86 St (4,5,6)",70.0,0.0
946,09,399,68 St-Hunter College (6),7.0,1.0
947,09,407,Astor Pl (6),21.0,0.0
948,09,409,Spring St (6),3.0,0.0
949,09,436,Harlem-148 St (3),18.0,0.0
950,09,605,"168 St (A,C,1)",25.0,0.0
951,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",5.0,1.0
952,09,612,"Lexington Av-53 St (E,M)/51 St (6)",160.0,0.0
953,09,TRAM2,RI Tramway (Roosevelt),117.0,9.0
954,09,119,1 Av (L),30.0,1.0
955,09,145,190 St (A),3.0,0.0
956,09,146,181 St (A),11.0,0.0
957,09,159,"81 St-Museum of Natural History (C,B)",20.0,0.0
958,09,16,"8 St-NYU (R,W)",106.0,3.0
959,09,165,"23 St (C,E)",35.0,4.0
960,09,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",3.0,0.0
961,09,20,"City Hall (R,W)",2.0,0.0
962,09,20,"City Hall (R,W)",5.0,0.0
963,09,296,Marble Hill-225 St (1),12.0,1.0
964,09,296,Marble Hill-225 St (1),8.0,2.0
965,09,297,215 St (1),4.0,0.0
966,09,307,116 St-Columbia University (1),2.0,0.0
967,09,308,Cathedral Pkwy (110 St) (1),6.0,0.0
968,09,310,"96 St (1,2,3)",89.0,0.0
969,09,312,79 St (1),69.0,0.0
970,09,318,"34 St-Penn Station (1,2,3)",6.0,0.0
971,09,327,"Chambers St (1,2,3)",21.0,0.0
972,09,327,"Chambers St (1,2,3)",2.0,0.0
973,09,328,WTC Cortlandt (1),2.0,0.0
974,09,392,"125 St (4,5,6)",13.0,0.0
975,09,398,77 St (6),37.0,0.0
976,09,413,"Wall St (4,5)",4.0,0.0
977,09,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",159.0,3.0
978,09,614,"59 St-Columbus Circle (A,B,C,D,1)",57.0,1.0
979,09,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",231.0,5.0
980,09,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",183.0,0.0
981,09,TRAM1,RI Tramway (Manhattan),5.0,0.0
982,09,10,"49 St (N,R,W)",10.0,0.0
983,09,107,"Broad St (J,Z)",2.0,1.0
984,09,107,"Broad St (J,Z)",15.0,0.0
985,09,147,175 St (A),102.0,2.0
986,09,149,163 St-Amsterdam Av (C),72.0,1.0
987,09,150,155 St (C),2.0,0.0
988,09,152,"135 St (C,B)",95.0,1.0
989,09,160,"72 St (C,B)",8.0,0.0
990,09,165,"23 St (C,E)",71.0,0.0
991,09,169,"Canal St (A,C,E)",42.0,0.0
992,09,22,"Rector St (R,W)",9.0,0.0
993,09,220,"155 St (B,D)",22.0,0.0
994,09,276,"5 Av/53 St (E,M)",3.0,0.0
995,09,276,"5 Av/53 St (E,M)",41.0,0.0
996,09,307,116 St-Columbia University (1),21.0,1.0
997,09,309,103 St (1),208.0,2.0
998,09,320,23 St (1),60.0,4.0
999,09,320,23 St (1),10.0,0.0
1000,09,328,WTC Cortlandt (1),258.0,1.0
1001,09,333,"Wall St (2,3)",11.0,0.0
1002,09,393,116 St (6),63.0,0.0
1003,09,395,103 St (6),30.0,0.0
1004,09,404,28 St (6),197.0,3.0
1005,09,405,23 St (6),5.0,0.0
1006,09,407,Astor Pl (6),4.0,0.0
1007,09,407,Astor Pl (6),13.0,0.0
1008,09,409,Spring St (6),1.0,0.0
1009,09,414,"Bowling Green (4,5)",107.0,40.0
1010,09,437,145 St (3),17.0,0.0
1011,09,439,"125 St (2,3)",15.0,2.0
1012,09,439,"125 St (2,3)",118.0,4.0
1013,09,440,"116 St (2,3)",47.0,1.0
1014,09,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",542.0,28.0
1015,09,612,"Lexington Av-53 St (E,M)/51 St (6)",4.0,0.0
1016,09,614,"59 St-Columbus Circle (A,B,C,D,1)",54.0,3.0
1017,09,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",4.0,1.0
1018,09,118,3 Av (L),4.0,0.0
1019,09,152,"135 St (C,B)",5.0,0.0
1020,09,156,"103 St (C,B)",84.0,1.0
1021,09,160,"72 St (C,B)",45.0,0.0
1022,09,17,"Prince St (R,W)",34.0,0.0
1023,09,22,"Rector St (R,W)",4.0,1.0
1024,09,224,57 St (F),1.0,0.0
1025,09,228,"23 St (F,M)",12.0,1.0
1026,09,297,215 St (1),20.0,0.0
1027,09,299,Dyckman St (1),8.0,0.0
1028,09,303,157 St (1),41.0,0.0
1029,09,304,145 St (1),60.0,0.0
1030,09,307,116 St-Columbia University (1),92.0,0.0
1031,09,311,86 St (1),208.0,7.0
1032,09,313,"72 St (1,2,3)",16.0,1.0
1033,09,313,"72 St (1,2,3)",10.0,0.0
1034,09,316,50 St (1),3.0,0.0
1035,09,319,28 St (1),2.0,0.0
1036,09,326,Franklin St (1),65.0,1.0
1037,09,327,"Chambers St (1,2,3)",11.0,0.0
1038,09,393,116 St (6),12.0,0.0
1039,09,394,110 St (6),27.0,0.0
1040,09,399,68 St-Hunter College (6),28.0,0.0
1041,09,403,33 St (6),1.0,0.0
1042,09,439,"125 St (2,3)",34.0,0.0
1043,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",60.0,1.0
1044,09,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",50.0,0.0
1045,09,612,"Lexington Av-53 St (E,M)/51 St (6)",40.0,2.0
1046,09,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",9.0,0.0
1047,09,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",2.0,0.0
