facility_id,program_type,facility_status,facility_name,city,zip_code,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capcity,total_capacity
668998,GFDC,License,"Rosario Ortega, Hiralda",Bronx,10467,Bronx 10,0,0,0,2,12,14
457953,GFDC,License,Young Ones Day Care,Brooklyn,11213,Brooklyn 16,0,0,0,4,12,16
854413,GFDC,License,"Leone, Darcel",Lake Ronkonkoma,11779,Sachem,0,0,0,4,12,16
43988,DCC,License,Jewish Community Center on the Hudson,Tarrytown,105916002,Tarrytown,0,34,77,20,0,131
106498,FDC,Registration,"Scherbyn, Kristine",Clifton Springs,144329362,Phelps-Clifton,0,0,0,2,6,8
877736,GFDC,License,"Nunez, Sabrina",Bronx,10471,Yonkers,0,0,0,4,12,16
841220,GFDC,License,"Castro Rivera, Fanny",Bronx,10452,Bronx 9,0,0,0,4,12,16
184013,GFDC,License,Mother Gooses House,Monsey,10956,East Ramapo,0,0,0,4,12,16
842902,DCC,License,Discovery Village,Tarrytown,10591,Irvington,32,36,60,0,0,128
39351,SACC,Registration,"Red Hook Child Care Center, Inc.",Red Hook,12571,Red Hook,0,0,0,80,0,80
831145,FDC,Registration,Hello Babies Daycare,SELDEN,11784,Middle Country,0,0,0,0,6,6
420490,GFDC,License,Eagle's Nest Day Care,Roosevelt,11575,Roosevelt,0,0,0,4,12,16
737735,GFDC,License,Kids Paradise Day Care,Buffalo,14213,Buffalo,0,0,0,4,12,16
634320,FDC,Registration,"Abelgore, Margaret",Fulton,13069,Fulton,0,0,0,2,6,8
877683,FDC,Registration,"Davis, Christine",Rome,13440,Rome,0,0,0,2,6,8
483514,FDC,Registration,Heart2Heart Daycare,Farmington,14425,Canandaigua City,0,0,0,2,6,8
866209,SACC,Registration,JCC Rockland Inc,West Nyack,10994,Clarkstown,0,0,0,243,0,243
204460,DCC,License,The Salvation Army Family Care Center,Suffern,10901,Ramapo(Edwin Gould),15,12,16,63,0,106
256209,SACC,Registration,"REACH Community And Youth Agency, Inc.",Melville,11747,Half Hollow Hills,0,0,0,50,0,50
795882,FDC,Registration,"Romano Subach, Sarah",Fairport,14450,Fairport,0,0,0,2,6,8
814467,GFDC,License,"Luna Diaz, Elva",Brooklyn,11220,Brooklyn 20,0,0,0,4,12,16
74209,SACC,Registration,The Child Center Of New York @ PS 24,Flushing,11355,Queens 25,0,0,0,265,0,265
765977,FDC,Registration,Juanita Junes Family Day Care,Rochester,14615,Rochester,0,0,0,2,6,8
827841,GFDC,License,Fun Time Daycare Inc,Brooklyn,11219,Brooklyn 20,0,0,0,0,10,10
876879,GFDC,License,"Guichardo Jimenez, Jenifer",Bronx,10452,Bronx 9,0,0,0,4,12,16
754570,GFDC,License,Dana's Day Care,Galway,12074,Galway,0,0,0,4,12,16
612559,GFDC,License,LITTLE STARS IMMA DAY CARE,South Ozone Park,11436,Queens 27,0,0,0,0,8,8
101274,FDC,Registration,"Arnold, Amy",Endwell,13760,Maine-Endwell,0,0,0,2,6,8
133778,DCC,License,Dutchess Community College Day Care Center,Poughkeepsie,12601,Hyde Park,0,24,32,0,0,56
225659,GFDC,License,"Feliz, Luz O.",Manhattan,10034,Manhattan 6,0,0,0,2,12,14
392279,GFDC,License,"Castillo, Eloisa",Bronx,10458,Bronx 10,0,0,0,2,10,12
416503,DCC,License,Erie Regional Housing Development Corp.,Buffalo,14201,Buffalo,16,24,44,0,0,84
43657,DCC,License,Early Childhood Center Westchester Reform Temple,Scarsdale,10583,Scarsdale,0,20,137,0,0,157
305372,DCC,License,Cayuga-Onondaga BOCES,Auburn,13021,Union Springs,8,16,18,0,0,42
449081,GFDC,License,"Mc Keown, Catherine",Brooklyn,11231,Brooklyn 15,0,0,0,4,12,16
698309,GFDC,License,Sol Family Day Care Corp.,Bronx,10468,Bronx 10,0,0,0,4,12,16
177617,SACC,Registration,Jeff Advantage After School Program,Jamestown,14701,Jamestown,0,0,0,40,0,40
362345,FDC,Registration,"Cronizer, Heidi",Durhamville,13054,Oneida City,0,0,0,2,6,8
181287,GFDC,License,"Balbosa, Esther",BROOKLYN,11225,Brooklyn 17,0,0,0,4,12,16
142699,GFDC,License,"Perez, Yajaira",New York,10034,Manhattan 6,0,0,0,4,12,16
525144,DCC,License,St. Lawrence O'Toole Early Childhood Learning Center,Brewster,10509,Brewster,0,0,108,54,0,162
709986,FDC,Registration,"Carvajal Ceballos, Morelis",Bronx,10460,Bronx 12,0,0,0,2,6,8
682894,SACC,Registration,New York Junior Tennis League @ PS. 12K,Brooklyn,11233,Brooklyn 16,0,0,0,219,0,219
160359,SACC,Registration,"Young Men`s Christian Association of Central New York, Inc.",Fayetteville,13066,Fayetteville-Manlius,0,0,0,115,0,115
607931,SACC,Registration,"YMCA of Greater New York, Inc.",New York,10035,Manhattan 4,0,0,0,120,0,120
868746,FDC,Registration,The Growing Patch,Salamanca,14779,Salamanca,0,0,0,2,6,8
844299,FDC,Registration,"Sanchez, Juanita",Rochester,14621,Rochester,0,0,0,2,6,8
266935,GFDC,License,Tots In Toyland,New Paltz,12561,New Paltz,0,0,0,4,12,16
555656,GFDC,License,"Hidalgo, Janet",Bronx,10453,Bronx 9,0,0,0,4,12,16
228794,FDC,Registration,"Sawyer, Lisa",Cohoes,12047,Cohoes,0,0,0,2,6,8
734650,DCC,License,St. Mark's Nursery School,Rockville Centre,11570,Rockville Centre,0,8,83,0,0,91
822685,SACC,Registration,"Heartshare St. Vincent's Services, Inc. @ NYCHA Wyckoff Gardens",Brooklyn,11217,Brooklyn 15,0,0,0,62,0,62
843596,DCC,License,HELPING CELEBRATE ABILITIES,Binghamton,13903,Binghamton,0,0,18,0,0,18
817343,SACC,Registration,After  School All  Stars,Brooklyn,11236,Brooklyn 18,0,0,0,265,0,265
678331,GFDC,License,"Jimenez, Kilsy",New York,10029,Manhattan 4,0,0,0,4,12,16
787299,GFDC,License,"Miles of Smiles Daycare, Inc.",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16
446419,GFDC,License,"Grant, Mildred",Rosedale,11422,Queens 29,0,0,0,4,12,16
627752,GFDC,License,"Cruz-Nolasco, Alexander",Bronx,10468,Bronx 10,0,0,0,4,12,16
731840,GFDC,License,Play A lot Daycare Tres Inc.,East  Elmhurst,11369,Queens 30,0,0,0,2,12,14
770454,GFDC,License,"Wilson, Ayan",Bronx,10451,Bronx 9,0,0,0,4,12,16
289770,GFDC,License,Cozy Corner Childcare,Mahopac,10541,Mahopac,0,0,0,4,12,16
241692,SACC,Registration,Cornell Cooperative Extension Association of Schoharie County,Schoharie,12157,Schoharie,0,0,0,100,0,100
44511,SACC,Registration,South Hill School Age Program,Ithaca,14850,Ithaca,0,0,0,78,0,78
569308,GFDC,License,"Happy Angels Group Family Daycare II, Corp.",Bronx,10469,Bronx 11,0,0,0,2,12,14
41564,SACC,Registration,The Young Men's Christian Association of the Capital District,Clifton Park,12065,Shenendehowa,0,0,0,44,0,44
339145,SACC,Registration,Bergen Beach Youth Organization @ PS 119,Brooklyn,11210,Brooklyn 22,0,0,0,135,0,135
689306,GFDC,License,Little Angel Daycare 2 INC.,Hempstead,11550,Uniondale,0,0,0,4,12,16
650989,SACC,Registration,New Settlement Apartments,Bronx,10452,Bronx 9,0,0,0,57,0,57
832764,FDC,Registration,Little Jem's Day Care,Brooklyn,11226,Brooklyn 17,0,0,0,2,6,8
364459,FDC,Registration,"Estrella, Claribel",Bronx,10454,Bronx 7,0,0,0,0,6,6
813347,FDC,Registration,Chamberlin Hill Daycare,Salem,12865,Salem,0,0,0,2,6,8
794252,GFDC,License,Tiny Steps LLC,Bronx,10461,Bronx 11,0,0,0,4,12,16
709655,SACC,Registration,"New York Edge, Inc.",Jamaica,11414,Queens 27,0,0,0,300,0,300
828956,GFDC,License,Sweet Day Care Corp,Bethpage,11714,Plainedge,0,0,0,4,12,16
836802,GFDC,License,HAPPY HANDS DAY CARE LLC,Bronx,10463,Bronx 10,0,0,0,4,12,16
545295,DCC,License,YWCA Child Care Center,Elmira,14901,Elmira City,0,0,34,0,0,34
577306,GFDC,License,"Camilo, Gladys",Bronx,10460,Bronx 10,0,0,0,0,10,10
21732,FDC,Registration,"Rechnitzer, Jan",Scotia,12302,Scotia-Glenville,0,0,0,2,6,8
876331,GFDC,License,"Little House Daycare, LLC",Rye,10580,Rye,0,0,0,4,12,16
839376,FDC,Registration,"Jerez, Rosa Altagracia",Bronx,10452,Bronx 9,0,0,0,2,6,8
715332,GFDC,License,BEAS Bright Beginnings Day Care,Jamaica,11434,Queens 28,0,0,0,4,12,16
323173,DCC,License,"LifeWorks Community Action, INC",Greenfield Center,128331711,Saratoga Springs,0,0,19,0,0,19
774733,GFDC,License,BABY LAND DAYCARE INC.,Corona,11368,Queens 30,0,0,0,4,12,16
746460,FDC,Registration,"Lanzo, Latisha",New York,10035,Manhattan 5,0,0,0,2,6,8
824843,GFDC,License,"Contreras Martinez, Perlin",Bronx,10453,Bronx 9,0,0,0,2,12,14
763710,GFDC,License,"Duncan, Regina",Bronx,10473,Bronx 8,0,0,0,2,12,14
72042,GFDC,License,"Jacobs, Sandra",Laurelton,11413,Queens 29,0,0,0,2,12,14
5532,FDC,Registration,"Blanchard-Pfleuger, Nancy",Homer,13077,Homer,0,0,0,2,6,8
711608,GFDC,License,Maria's Group Family Day Care,New York,10026,Manhattan 3,0,0,0,4,12,16
5629,FDC,Registration,"Levea, Sue",Fulton,13069,Fulton,0,0,0,2,6,8
752494,DCC,License,"TLC AT BROOKSIDE, INC.",Merrick,11566,North Merrick,16,36,87,45,0,184
846648,FDC,Registration,"Ansari, Shama",Hicksville,11801,Hicksville,0,0,0,2,6,8
616718,GFDC,License,Doña Ana Group Day Care,Bronx,10455,Bronx 7,0,0,0,2,12,14
641744,GFDC,License,Raimbow Day Care Inc,BRONX,10453,Bronx 10,0,0,0,4,12,16
872427,GFDC,License,"Reyes Lanfranco, Starbel",Brooklyn,11212,Brooklyn 23,0,0,0,4,12,16
44891,DCC,License,"Growing Tree North of Roslyn, Inc.",Roslyn Heights,11577,Roslyn,16,36,33,0,0,85
20132,FDC,Registration,"Valentine, Jacqueline",Schenectady,12306,Schalmont,0,0,0,2,6,8
539178,FDC,Registration,"Mcclary, Shirmelle",New York,10037,Manhattan 5,0,0,0,2,6,8
269474,SACC,Registration,Latch After School Program @ MS226,South Ozone Park,11420,Queens 27,0,0,0,146,0,146
744266,DCC,License,"Delaware Opportunities Inc., Delhi Head Start",Delhi,13753,Delhi,0,0,24,0,0,24
426265,GFDC,License,"Our House DC, Inc.",Bethpage,11714,Bethpage,0,0,0,4,12,16
227535,GFDC,License,"Campbell, Susan",Brooklyn,11210,Brooklyn 22,0,0,0,4,12,16
406340,GFDC,License,"Beltre, Mercedes",New York,10039,Manhattan 5,0,0,0,2,12,14
428117,FDC,Registration,Mary's Friends and Family Day Care,Port Jefferson Station,11776,Comsewogue,0,0,0,2,6,8
105332,GFDC,License,"Hanford, Richard",Ilion,133572025,Ilion,0,0,0,4,12,16
877994,SACC,Registration,YMCA of the Twin Tiers,Bolivar,14715,Bolivar-Richburg,0,0,0,20,0,20
809944,GFDC,License,HAPPY CHILD DAY CARE INC.,Brooklyn,11220,Brooklyn 20,0,0,0,4,12,16
872882,FDC,Registration,"Tunkara, Mamasa",Bronx,10456,Bronx 9,0,0,0,2,6,8
259483,GFDC,License,Jody's Shining Stars Inc.,New York,10029,Manhattan 4,0,0,0,4,12,16
29918,FDC,Registration,Diane Brown's Daycare,Chaumont,13622,Thousand Island,0,0,0,2,6,8
794955,GFDC,License,"Little Dimples, Inc.",Brooklyn,11204,Brooklyn 20,0,0,0,4,12,16
72809,SACC,Registration,Chinese American Planning Council @ Beacon IS 220,Brooklyn,11220,Brooklyn 15,0,0,0,100,0,100
129024,FDC,Registration,"Hernandez, Hilda",NEW YORK,10038,Manhattan 2,0,0,0,2,5,7
840661,FDC,Registration,Little Sharks's Day Care,Rochester,14621,Rochester,0,0,0,2,6,8
800964,GFDC,License,Great Playtime Daycare 2,Franklin Square,11010,Franklin Square,0,0,0,4,12,16
375599,GFDC,License,"Feliciano, Niurka",BRONX,10452,Bronx 9,0,0,0,2,12,14
679690,FDC,Registration,"Casanova, Evelyn",Rochester,14621,Rochester,0,0,0,2,6,8
696093,GFDC,License,MOTHERS LOVING CARE,Elmont,11003,Elmont,0,0,0,4,12,16
747161,FDC,Registration,Stay Play and Grow,Baldwinsville,13027,Baldwinsville,0,0,0,2,6,8
812074,SACC,Registration,ULTIMATE ENRICHMENT,Bronx,10462,Bronx 11,0,0,0,120,0,120
766596,SACC,Registration,Shepherd Holdings Inc.,Brooklyn,11208,Brooklyn 19,0,0,0,15,0,15
454029,GFDC,License,"Reed, Melissa",Brooklyn,11212,Brooklyn 17,0,0,0,4,12,16
627129,GFDC,License,"Disla, Maria",New York,10009,Manhattan 1,0,0,0,4,12,16
512387,GFDC,License,"Miss Karen Child Care, Inc",Baldwin,11510,Baldwin,0,0,0,4,12,16
868973,GFDC,License,Mima's Place,Rochester,14622,East Irondequoit,0,0,0,4,12,16
874284,GFDC,License,"Vargas, Ana",Rochester,14611,Rochester,0,0,0,4,12,16
784834,GFDC,License,Learning Essentials Childcare,Waterford,12188,Waterford,0,0,0,4,12,16
839714,GFDC,License,"Forbes-Morris, Coleceia",Bronx,10466,Bronx 11,0,0,0,4,12,16
805823,GFDC,License,"Hidalgo, Janibel",New York,10032,Manhattan 6,0,0,0,4,12,16
825327,SACC,Registration,The Q StudioLab LLC,Sunnyside,11104,Queens 30,0,0,0,100,0,100
7225,FDC,Registration,"Faulkner, Donna",Olivebridge,12461,Onteora,0,0,0,2,6,8
41803,DCC,License,"Ready, Set, Grow Child Care Center",Corning,148302620,Corning,8,0,0,0,0,8
443194,DCC,License,"Butterfly Kisses, LLC",Amherst,14228,Sweet Home,16,29,36,16,0,97
866854,SACC,Registration,"Fresh Youth Initiatives, Inc.",New York,10032,Manhattan 6,0,0,0,80,0,80
829418,SACC,Registration,"James, Clarisa",Laurelton,11413,Queens 29,0,0,0,52,0,52
846018,GFDC,License,"Blagrove, Tiffany",Brooklyn,11212,Brooklyn 23,0,0,0,4,12,16
709691,SACC,Registration,SOBRO Development Corporation,Bronx,10473,Bronx 8,0,0,0,142,0,142
291181,GFDC,License,"Louis, Josefina",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16
866628,GFDC,License,Safe Zone Childcare,Rochester,14624,Gates-Chili,0,0,0,4,12,16
21360,FDC,Registration,Landscape Happy Kids  INC,Yonkers,10705,Yonkers,0,0,0,2,6,8
653844,GFDC,License,"Garcia, Mallerlyn",New York,10033,Manhattan 6,0,0,0,4,12,16
766616,SACC,Registration,SCOPE Education Services,Remsenburg,11960,Remsenburg,0,0,0,82,0,82
423050,DCC,License,The Learning Experience,Mohegan Lake,10547,Lakeland,14,48,83,0,0,145
789891,GFDC,License,"Bell, Mirna",Bronx,10459,Bronx 12,0,0,0,4,12,16
738570,GFDC,License,"Forever Young Childcare, LLC",Lake Grove,11755,Sachem,0,0,0,4,12,16
847014,GFDC,License,"Morell Recio, Beridiana",New York,10032,Manhattan 6,0,0,0,4,12,16
631099,GFDC,License,La Casa Del Nino Inc,Fresh Meadows,11365,Queens 26,0,0,0,4,12,16
41025,DCC,License,Lake Shore Family Center,Irving,140819706,Evans-Brant,24,15,39,30,0,108
733761,SACC,Registration,Family YMCA at Tarrytown,Tarrytown,10591,Tarrytown,0,0,0,54,0,54
296048,GFDC,License,Bright Stars ChildCare LLC,Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16
9346,GFDC,License,"Switzer, Debra",Elbridge,13060,Jordan-Elbridge,0,0,0,4,12,16
846879,GFDC,License,Mama Goose Day Care inc.,Centereach,11720,Middle Country,0,0,0,4,12,16
590981,GFDC,License,The Magical School Bus,Bronx,104726203,Bronx 8,0,0,0,4,12,16
473178,GFDC,License,"Brown, Cynthia",Jamaica,11433,Queens 28,0,0,0,4,12,16
848977,FDC,Registration,"Dwyer, Heather",Gansevoort,12831,S.Glens Falls,0,0,0,2,6,8
796176,GFDC,License,"Royal Day Care, Inc.",Westbury,11590,Westbury,0,0,0,4,12,16
833629,GFDC,License,Nana's Daycare,Brooklyn,11225,Brooklyn 17,0,0,0,0,10,10
670791,DCC,License,"Pro Action of Steuben and Yates, Inc.",Penn Yan,14527,Penn Yan,0,0,21,0,0,21
826744,DCC,License,"Stepping Stones Childcare and Development, Inc.",Cold Spring,10516,Haldane,8,10,25,0,0,43
874730,DCC,License,"Capital District Beginnings, Inc.",Schenectady,12305,Schenectady,0,0,16,0,0,16
229697,GFDC,License,Belkis Day Care,New York,10033,Manhattan 6,0,0,0,4,12,16
350658,SACC,Registration,Koala Kare Child Care Center,Baldwinsville,13027,Baldwinsville,0,0,0,55,0,55
142056,GFDC,License,Divino Niño Day Care,New York,10033,Manhattan 6,0,0,0,4,12,16
45087,DCC,License,Tutor Time Learning New Hyde Park,New Hyde Park,11040,New Hyde Park,16,30,106,30,0,182
741408,SACC,Registration,Healthy Kids Extended Day Program Inc.,Wappingers Falls,12590,Wappingers,0,0,0,40,0,40
819839,GFDC,License,"Solano, Mallelyn",Bronx,10457,Bronx 9,0,0,0,4,12,16
414938,SACC,Registration,New York Junior Tennis League @ JHS 383k,Brooklyn,11237,Brooklyn 32,0,0,0,150,0,150
308447,GFDC,License,Tiny Treasures Day Care,Sodus,145511168,Sodus,0,0,0,4,12,16
73372,SACC,Registration,YMCA Prospect Pk Virtual Y @ PS 212,Brooklyn,11214,Brooklyn 21,0,0,0,80,0,80
364340,GFDC,License,"Reyes, Ysa",New York,10031,Manhattan 6,0,0,0,4,12,16
670030,GFDC,License,"Little Jewel Childcare, Inc.",New York,10034,Manhattan 6,0,0,0,4,12,16
359309,SACC,Registration,"Bates-Rich Beginnings Child Care, Inc.",Fairport,144509117,Fairport,0,0,0,32,0,32
328282,GFDC,License,"Siberie, Nicole",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16
717612,FDC,Registration,"Salerno, Amy",Clyde,14433,Clyde-Savannah,0,0,0,2,6,8
712173,GFDC,License,"Aim High Leadership Center Too, Inc.",Queens,11420,Queens 27,0,0,0,4,12,16
243199,SACC,Registration,YMCA Virtual Y @ PS 11,Brooklyn,11238,Brooklyn 13,0,0,0,164,0,164
623330,SACC,Registration,City of Mount Vernon Youth Bureau @ Parker Elem.,Mount Vernon,10550,Mount Vernon,0,0,0,56,0,56
873026,DCC,License,"Everbrook Academy, LLC",Smithtown,11787,Smithtown,32,58,65,16,0,171
504439,GFDC,License,"Guerrero, Ramon",Bronx,10457,Bronx 9,0,0,0,2,12,14
435145,DCC,License,"M.A.T.S.S. of Syosset,  LTD",Syosset,11791,Syosset,21,60,96,21,0,198
40166,DCC,License,"Campus Fun and Learn Child Development Center, Inc.",Suffern,10901,East Ramapo,8,24,45,0,0,77
811210,GFDC,License,Yentl Brianna Day Care Inc.,Brooklyn,11237,Queens 24,0,0,0,4,12,16
445048,FDC,Registration,"Fudge, Mollie",Brooklyn,11216,Brooklyn 13,0,0,0,1,6,7
355316,GFDC,License,Bee' yourself Group Family Day Care,Bronx,10453,Bronx 10,0,0,0,4,12,16
759700,GFDC,License,Girafas Play & Learn Inc.,Brooklyn,11217,Brooklyn 13,0,0,0,4,12,16
845591,DCC,License,Happiness House/Finger Lakes Cerebral Palsy Association Inc,Rochester,14620,Rochester,0,0,48,0,0,48
799391,FDC,Registration,"Hernandez, Maria",Bronx,10460,Bronx 12,0,0,0,2,6,8
867554,GFDC,License,"Ortiz, Clara",Bronx,10467,Bronx 11,0,0,0,2,12,14
619253,SACC,Registration,QCH Afterchool Program @ Queens Collegiate.,Jamaica,11432,Queens 28,0,0,0,143,0,143
521109,SACC,Registration,Add Water And Stir Ink,Hastings-on-hudson,10706,Hastings On Hudson,0,0,0,60,0,60
726981,FDC,Registration,Happy Face Childcare,West Hempstead,11552,Malverne,0,0,0,0,6,6
758132,DCC,License,"TONAWANDA KIDSABILITIES FUN CENTER AND DAY CARE,INC.",Tonawanda,14150,Kenmore,16,10,32,0,0,58
676306,GFDC,License,Comeback Christian Academy,Staten Island,10310,Richmond 31,0,0,0,4,12,16
652483,GFDC,License,My Little Angel Daycare 12 Corp,Bronx,10460,Bronx 12,0,0,0,4,12,16
417454,GFDC,License,Pampered Family Child Care,Haverstraw,10927,Haverstraw-Stony Pt,0,0,0,4,12,16
23036,FDC,Registration,"Bates, Patricia",Schenectady,12306,Schalmont,0,0,0,2,6,8
580381,GFDC,License,Bobo Daycare & After School,Flushing,11358,Queens 25,0,0,0,4,12,16
40700,DCC,License,A Magic Kingdom,Schenectady,123041632,Schenectady,16,24,66,10,0,116
628411,GFDC,License,"Grant, Carol",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16
32092,FDC,Registration,"Amuso, Beatriz",Yorktown Heights,10598,Lakeland,0,0,0,2,6,8
272782,GFDC,License,Bright Start,Brooklyn,11235,Brooklyn 22,0,0,0,4,12,16
794560,GFDC,License,BABY CHASE FAMILY CHILDCARE CORP.,Bronx,10456,Bronx 9,0,0,0,0,12,12
292924,GFDC,License,"Precious Gem Day Care, Inc.",Roosevelt,11575,Roosevelt,0,0,0,4,12,16
407337,SACC,Registration,Just For Kids,Grand Island,14072,Grand Island,0,0,16,84,0,100
749170,SACC,Registration,"All Sport Fishkill Health & Fitness Club, Inc.",Fishkill,12524,Wappingers,0,0,0,88,0,88
2551,FDC,Registration,"Burdick, Elizabeth",Bridgeport,13030,North Syracuse,0,0,0,2,6,8
709914,SACC,Registration,Community League of West 159th St. @HS Community Health,New York,10032,Manhattan 6,0,0,0,120,0,120
596773,GFDC,License,"Amadi De Luna, Zeneida",Bronx,10458,Bronx 10,0,0,0,2,12,14
346818,FDC,Registration,Little Rascals,Livonia,14487,Livonia,0,0,0,2,6,8
379550,GFDC,License,"Hazel, Brenda",Queens Village,11429,Queens 29,0,0,0,4,12,16
775999,SACC,Registration,"African Refuge, Inc - 141",Staten Island,10304,Richmond 31,0,0,0,30,0,30
821441,GFDC,License,Lenez Towns Day Care LLC,Saint Albans,11412,Queens 29,0,0,0,4,12,16
827096,SACC,Registration,Rainbow's End Latch Key,Yorkshire,14173,Yorkshire-Pioneer,0,0,0,40,0,40
347661,DCC,License,"Abilities First, Inc.",Wappingers Falls,12590,Wappingers,0,0,98,0,0,98
874643,GFDC,License,Tu Fidelidad Daycare Inc,Freeport,11520,Freeport,0,0,0,4,12,16
39470,DCC,License,"Holy Cross Head Start, Inc.",Buffalo,14207,Buffalo,0,0,149,0,0,149
672662,GFDC,License,Tutor Talent Day Care Services Inc.,Mount Vernon,10550,Mount Vernon,0,0,0,4,12,16
603275,SACC,Registration,North Babylon Almost Home Program,North Babylon,11703,North Babylon,0,0,0,240,0,240
855006,SACC,Registration,"Schoharie River Center, Inc.",Middleburgh,12122,Middleburgh,0,0,0,80,0,80
806992,SACC,Registration,Camba Inc.@ PS 164,Brooklyn,11219,Brooklyn 20,0,0,0,247,0,247
433263,DCC,License,Crestwood Country Day,Melville,11747,Half Hollow Hills,0,48,188,0,0,236
799798,GFDC,License,Future Star Academy Day Care,Mount Vernon,10550,Mount Vernon,0,0,0,4,12,16
637463,GFDC,License,"Burlingame, Joyce",Cohoes,12047,Cohoes,0,0,0,4,12,16
875991,FDC,Registration,"Jelliff, Kayla",Campbell,14821,Campbell-Savona,0,0,0,2,6,8
607764,SACC,Registration,CAMBA @ P.S. 114,Brooklyn,11236,Brooklyn 18,0,0,0,110,0,110
667862,GFDC,License,"Bombard, Heidi",Schuyler Falls,12985,Peru,0,0,0,4,12,16
837691,DCC,License,Pride & Joy Child Care of Avon,Avon,14414,Avon,16,20,30,29,0,95
255423,SACC,Registration,"Harlem Children's Zone, Inc.",New York,10035,Manhattan 5,0,0,0,227,0,227
56128,FDC,Registration,"Gil Acevedo, Felicia",Bronx,10460,Bronx 10,0,0,0,2,6,8
807817,GFDC,License,"Santana, Marilian",Bronx,10453,Bronx 10,0,0,0,4,12,16
446919,GFDC,License,"Moran, Rosanna",Jamaica,11434,Queens 28,0,0,0,4,12,16
714629,GFDC,License,"Espiritu, Luis",Richmond Hill,11418,Queens 27,0,0,0,4,12,16
757504,GFDC,License,"Castillo, Yasilis",Bronx,10467,Bronx 10,0,0,0,4,12,16
418054,GFDC,License,Apple Tree Day Care Center Inc.,Fresh Meadows,11366,Queens 26,0,0,0,4,12,16
877507,GFDC,License,MK Daycare Inc,Brooklyn,11215,Brooklyn 15,0,0,0,4,12,16
737100,SACC,Registration,"Red Hook Initiative, Inc.",Brooklyn,11231,Brooklyn 15,0,0,0,32,0,32
866820,DCC,License,The Nurtury of Rye Brook Inc,Rye Brook,10573,Blind Brook-Rye,5,22,21,0,0,48
221993,FDC,Registration,"Torzon, Carmela",Liverpool,13090,Liverpool,0,0,0,2,6,8
20217,FDC,Registration,Raggedy Ann and Andy Family Day Care,Buffalo,14208,Buffalo,0,0,0,2,6,8
827206,SACC,Registration,After-School All-Stars @ Achievement First Brownsville Middle School,Brooklyn,11233,Brooklyn 23,0,0,0,119,0,119
310819,SACC,Registration,Camba Beacon @ I.S.271,Brooklyn,11233,Brooklyn 23,0,0,0,99,0,99
726076,GFDC,License,"Platinum Family Group Daycare, LLC",Brooklyn,11234,Brooklyn 22,0,0,0,4,12,16
203051,GFDC,License,"Patterson, Faith",Buffalo,14210,Buffalo,0,0,0,2,12,14
429608,FDC,Registration,"Paniagua, Maria",BRONX,10452,Bronx 9,0,0,0,2,6,8
863618,DCC,License,"Play Now, LLC",Middletown,10941,Goshen,0,6,53,0,0,59
562237,GFDC,License,PRIDE AND JOY CHILD CARE LLC,Fredonia,14063,Fredonia,0,0,0,4,12,16
73806,SACC,Registration,Alpha Fundamental Pre School Inc.,Queens Village,11429,Queens 29,0,0,0,12,0,12
681450,GFDC,License,"Carpio De Jesus De Parra, Ramona",Bronx,10463,Bronx 10,0,0,0,2,12,14
880339,DCC,License,"The Indy Lab, LLC",Elmsford,10523,Pocantico Hills,0,12,34,18,0,64
510811,GFDC,License,B & J Wonderland Day Care LLC,New York,10033,Manhattan 6,0,0,0,4,12,16
862635,GFDC,License,Little Friend's House LLC,Lynbrook,11563,Malverne,0,0,0,4,12,16
38121,GFDC,License,"Douglas, Deborah",Olean,14760,Olean,0,0,0,4,12,16
40945,SACC,Registration,YMCA of Greater Rochester,Rochester,14625,Penfield,0,0,0,141,0,141
589229,GFDC,License,"Neshama Kids, Inc.",Brooklyn,11235,Brooklyn 21,0,0,0,4,12,16
540312,GFDC,License,Tic Tac Day Care Inc,Brooklyn,11201,Brooklyn 13,0,0,0,4,12,16
797800,FDC,Registration,"Gil-Miller, Gancari",Bronx,10459,Bronx 8,0,0,0,0,6,6
303259,FDC,Registration,"Artis, Latasha",Amityville,11701,Amityville,0,0,0,2,6,8
276019,FDC,Registration,"Hernandez, Omaira",New York,10029,Manhattan 4,0,0,0,2,5,7
40338,SACC,Registration,SCOPE Education Services,Northport,11768,Northport,0,0,0,80,0,80
878747,GFDC,License,"Familia, Elaine",Bronx,10467,Bronx 11,0,0,0,4,12,16
785475,GFDC,License,"Saladin, Any",Bronx,10462,Bronx 11,0,0,0,0,12,12
856354,FDC,Registration,"Cronin, Lauren",Queensbury,12804,Queensbury,0,0,0,2,6,8
40238,DCC,License,"Pooh's Corner, Inc.",Schenectady,123042247,Niskayuna,16,10,17,0,0,43
330126,GFDC,License,"Tigue, Teresa",Springfield Gardens,11413,Queens 29,0,0,0,2,12,14
44042,DCC,License,Schenectady Day Nursery,Schenectady,12305,Schenectady,8,12,48,28,0,96
646734,GFDC,License,Bright Tykes Early Learning Center,Hudson,12534,Hudson,0,0,0,4,12,16
