month,division,line,day_type,num_sched_trains,num_actual_trains,service_delivered
2023-09,A DIVISION,7,1,2546,2435,0.9564022
2023-09,A DIVISION,7,2,1368,1338,0.978070175
2023-09,A DIVISION,S 42nd,2,1092,1089,0.997252747
2023-09,A DIVISION,S 42nd,1,1919,1917,0.998957791
2023-09,B DIVISION,A,1,2432,2242,0.921875
2023-09,B DIVISION,A,2,1481,1407,0.950033761
2023-09,B DIVISION,B,1,1596,1456,0.912280702
2023-09,B DIVISION,C,1,1424,1277,0.896769663
2023-09,B DIVISION,C,2,1239,1076,0.868442292
2023-09,B DIVISION,D,1,1729,1621,0.937536148
2023-09,B DIVISION,D,2,1440,1358,0.943055556
2023-09,B DIVISION,E,2,720,656,0.911111111
2023-09,B DIVISION,E,1,1406,1309,0.931009957
2023-09,B DIVISION,F,2,1439,1326,0.921473245
2023-09,B DIVISION,F,1,2717,2470,0.909090909
2023-09,B DIVISION,G,2,2076,2094,1.00867052
2023-09,B DIVISION,G,1,855,837,0.978947368
2023-09,B DIVISION,JZ,2,947,944,0.996832101
2023-09,B DIVISION,JZ,1,976,926,0.948770492
2023-09,B DIVISION,L,2,1403,1376,0.980755524
2023-09,B DIVISION,L,1,1823,1784,0.978606692
2023-09,B DIVISION,M,1,630,624,0.99047619
2023-09,B DIVISION,M,2,560,541,0.966071429
2023-09,B DIVISION,N,1,1709,1566,0.916325336
2023-09,B DIVISION,N,2,1440,1374,0.954166667
2023-09,B DIVISION,Q,1,1957,1808,0.923863056
2023-09,B DIVISION,Q,2,1414,1355,0.958274399
2023-09,B DIVISION,R,1,2014,1864,0.925521351
2023-09,B DIVISION,R,2,1160,1041,0.897413793
2023-09,B DIVISION,S Fkln,1,684,680,0.994152047
2023-09,B DIVISION,S Fkln,2,800,800,1
2023-09,B DIVISION,S Rock,1,399,396,0.992481203
2023-09,B DIVISION,S Rock,2,517,513,0.992263056
2023-09,B DIVISION,W,1,741,617,0.83265857
2023-09,Systemwide,Systemwide,1,40226,37722,0.937751703
2023-09,Systemwide,Systemwide,2,28003,26823,0.957861658
2023-08,A DIVISION,1,1,1932,1804,0.933747412
2023-08,A DIVISION,1,2,1005,953,0.948258706
2023-08,A DIVISION,2,1,2551,2345,0.919247354
2023-08,A DIVISION,2,2,1423,1368,0.961349262
2023-08,A DIVISION,3,1,2369,2232,0.942169692
2023-08,A DIVISION,3,2,960,946,0.985416667
2023-08,A DIVISION,4,1,3174,3001,0.945494644
2023-08,A DIVISION,4,2,1907,1875,0.983219717
2023-08,A DIVISION,5,1,2923,2674,0.914813548
2023-08,A DIVISION,5,2,1134,1106,0.975308642
2023-08,A DIVISION,6,1,2369,2225,0.939214859
2023-08,A DIVISION,6,2,1036,1000,0.965250965
2023-08,A DIVISION,7,1,3082,2871,0.931537962
2023-08,A DIVISION,7,2,1168,1152,0.98630137
2023-08,A DIVISION,S 42nd,1,2323,2301,0.990529488
2023-08,A DIVISION,S 42nd,2,1266,1266,1
2023-08,B DIVISION,A,1,2941,2677,0.910234614
2023-08,B DIVISION,A,2,1433,1353,0.944173064
2023-08,B DIVISION,B,1,1894,1806,0.953537487
2023-08,B DIVISION,C,2,1200,1123,0.935833333
2023-08,B DIVISION,C,1,1721,1535,0.8919233
2023-08,B DIVISION,D,1,2093,1964,0.938365982
2023-08,B DIVISION,D,2,800,795,0.99375
2023-08,B DIVISION,E,2,320,305,0.953125
2023-08,B DIVISION,E,1,1778,1676,0.942632171
2023-08,B DIVISION,F,2,1039,843,0.811357074
2023-08,B DIVISION,F,1,3327,3069,0.92245266
2023-08,B DIVISION,G,2,1884,1852,0.983014862
2023-08,B DIVISION,G,1,1035,1016,0.981642512
2023-08,B DIVISION,JZ,1,1187,1118,0.941870261
2023-08,B DIVISION,JZ,2,862,844,0.979118329
2023-08,B DIVISION,L,1,2208,2141,0.969655797
2023-08,B DIVISION,L,2,960,953,0.992708333
2023-08,B DIVISION,M,1,1815,1709,0.941597796
2023-08,B DIVISION,M,2,880,860,0.977272727
2023-08,B DIVISION,N,1,2050,1867,0.910731707
2023-08,B DIVISION,N,2,1280,1207,0.94296875
2023-08,B DIVISION,Q,2,1536,1431,0.931640625
2023-08,B DIVISION,Q,1,2369,2207,0.931616716
2023-08,B DIVISION,R,1,2304,2123,0.921440972
2023-08,B DIVISION,R,2,1280,1232,0.9625
2023-08,B DIVISION,S Fkln,1,828,827,0.998792271
2023-08,B DIVISION,S Fkln,2,704,698,0.991477273
2023-08,B DIVISION,S Rock,1,483,484,1.002070393
2023-08,B DIVISION,S Rock,2,452,443,0.980088496
2023-08,B DIVISION,W,1,897,796,0.887402453
2023-08,Systemwide,Systemwide,1,49653,46468,0.935854833
2023-08,Systemwide,Systemwide,2,24529,23605,0.962330303
2023-07,A DIVISION,1,1,1680,1622,0.96547619
2023-07,A DIVISION,1,2,1199,1180,0.984153461
2023-07,A DIVISION,2,1,2218,2086,0.940486925
2023-07,A DIVISION,2,2,1742,1693,0.971871412
2023-07,A DIVISION,3,1,2060,1988,0.965048544
2023-07,A DIVISION,3,2,1280,1253,0.97890625
2023-07,A DIVISION,4,1,2760,2611,0.946014493
2023-07,A DIVISION,4,2,2379,2318,0.974358974
2023-07,A DIVISION,5,1,2536,2348,0.925867508
2023-07,A DIVISION,5,2,1038,1018,0.980732177
2023-07,A DIVISION,6,2,1195,1160,0.970711297
2023-07,A DIVISION,6,1,2060,1986,0.96407767
2023-07,A DIVISION,7,1,2680,2539,0.94738806
2023-07,A DIVISION,7,2,1616,1553,0.961014851
2023-07,A DIVISION,S 42nd,2,1731,1729,0.998844598
2023-07,A DIVISION,S 42nd,1,2020,1980,0.98019802
2023-07,B DIVISION,A,1,2560,2379,0.929296875
2023-07,B DIVISION,A,2,1339,1302,0.972367438
2023-07,B DIVISION,B,1,1678,1535,0.914779499
2023-07,B DIVISION,C,1,1480,1389,0.938513514
2023-07,B DIVISION,C,2,1040,1002,0.963461538
2023-07,B DIVISION,D,1,1820,1687,0.926923077
2023-07,B DIVISION,D,2,1473,1445,0.980991174
2023-07,B DIVISION,E,2,800,739,0.92375
2023-07,B DIVISION,E,1,1560,1444,0.925641026
2023-07,B DIVISION,F,2,1599,1495,0.93495935
2023-07,B DIVISION,F,1,2900,2711,0.934827586
2023-07,B DIVISION,G,2,2308,2243,0.971837088
2023-07,B DIVISION,G,1,900,881,0.978888889
2023-07,B DIVISION,JZ,2,828,841,1.015700483
2023-07,B DIVISION,JZ,1,1020,969,0.95
2023-07,B DIVISION,L,2,1624,1560,0.960591133
2023-07,B DIVISION,L,1,1920,1885,0.981770833
2023-07,B DIVISION,M,2,856,835,0.97546729
2023-07,B DIVISION,M,1,1800,1634,0.907777778
2023-07,B DIVISION,N,2,864,821,0.950231481
2023-07,B DIVISION,N,1,1740,1586,0.911494253
2023-07,B DIVISION,Q,2,2323,2162,0.930693069
2023-07,B DIVISION,Q,1,2060,1890,0.917475728
2023-07,B DIVISION,R,2,880,831,0.944318182
2023-07,B DIVISION,R,1,1980,1806,0.912121212
2023-07,B DIVISION,S Fkln,1,720,715,0.993055556
2023-07,B DIVISION,S Fkln,2,880,880,1
2023-07,B DIVISION,S Rock,2,452,448,0.991150442
2023-07,B DIVISION,S Rock,1,420,417,0.992857143
2023-07,B DIVISION,W,1,760,685,0.901315789
2023-07,Systemwide,Systemwide,1,43332,40773,0.940944337
2023-07,Systemwide,Systemwide,2,29446,28508,0.968145079
2023-06,A DIVISION,1,2,990,961,0.970707071
2023-06,A DIVISION,1,1,1848,1742,0.942640693
2023-06,A DIVISION,2,2,1568,1497,0.954719388
2023-06,A DIVISION,2,1,2440,2333,0.956147541
2023-06,A DIVISION,3,1,2266,2189,0.966019417
2023-06,A DIVISION,3,2,1280,1241,0.96953125
2023-06,A DIVISION,4,2,1905,1795,0.942257218
2023-06,A DIVISION,4,1,3036,2906,0.957180501
2023-06,A DIVISION,5,2,1194,1138,0.953098827
2023-06,A DIVISION,5,1,2794,2610,0.934144596
2023-06,A DIVISION,6,1,2266,2216,0.977934687
2023-06,A DIVISION,6,2,983,946,0.962360122
2023-06,A DIVISION,7,1,2948,2807,0.952170963
2023-06,A DIVISION,7,2,1234,1203,0.974878444
2023-06,A DIVISION,S 42nd,2,1482,1482,1
2023-06,A DIVISION,S 42nd,1,2222,2216,0.99729973
2023-06,B DIVISION,A,1,2816,2615,0.928622159
2023-06,B DIVISION,A,2,1526,1355,0.887942333
2023-06,B DIVISION,B,1,1848,1698,0.918831169
2023-06,B DIVISION,C,1,1650,1526,0.924848485
2023-06,B DIVISION,C,2,1280,1085,0.84765625
2023-06,B DIVISION,D,1,2008,1878,0.935258964
2023-06,B DIVISION,D,2,1280,1207,0.94296875
2023-06,B DIVISION,E,2,160,160,1
2023-06,B DIVISION,E,1,1716,1601,0.932983683
2023-06,B DIVISION,F,2,1120,1052,0.939285714
2023-06,B DIVISION,F,1,3102,2925,0.942940039
2023-06,B DIVISION,G,2,1536,1504,0.979166667
2023-06,B DIVISION,G,1,990,970,0.97979798
2023-06,B DIVISION,JZ,2,716,682,0.952513966
2023-06,B DIVISION,JZ,1,1122,1093,0.974153298
2023-06,B DIVISION,L,2,1808,1736,0.960176991
2023-06,B DIVISION,L,1,2112,2015,0.95407197
2023-06,B DIVISION,M,2,362,345,0.953038674
2023-06,B DIVISION,M,1,1949,1797,0.922011288
2023-06,B DIVISION,N,2,1279,1184,0.925723221
2023-06,B DIVISION,N,1,1958,1809,0.923901941
2023-06,B DIVISION,Q,1,2266,2156,0.951456311
2023-06,B DIVISION,Q,2,1698,1568,0.92343934
2023-06,B DIVISION,R,2,1280,1205,0.94140625
2023-06,B DIVISION,R,1,2178,2023,0.928833792
2023-06,B DIVISION,S Fkln,1,792,790,0.997474747
2023-06,B DIVISION,S Fkln,2,608,608,1
2023-06,B DIVISION,S Rock,1,462,462,1
2023-06,B DIVISION,S Rock,2,452,415,0.918141593
2023-06,B DIVISION,W,1,858,788,0.918414918
2023-06,Systemwide,Systemwide,1,47647,45165,0.947908578
2023-06,Systemwide,Systemwide,2,25741,24369,0.946699817
2023-05,A DIVISION,1,1,1848,1771,0.958333333
2023-05,A DIVISION,1,2,959,925,0.964546403
2023-05,A DIVISION,2,1,2437,2314,0.949528108
2023-05,A DIVISION,2,2,1340,1210,0.902985075
2023-05,A DIVISION,3,1,2266,2196,0.969108561
2023-05,A DIVISION,3,2,1120,1100,0.982142857
2023-05,A DIVISION,4,1,3036,2876,0.947299078
2023-05,A DIVISION,4,2,1906,1791,0.939664218
2023-05,A DIVISION,5,1,2662,2469,0.927498122
2023-05,A DIVISION,5,2,1164,1119,0.961340206
2023-05,A DIVISION,6,1,2266,2133,0.941306267
2023-05,A DIVISION,6,2,956,933,0.975941423
2023-05,A DIVISION,7,1,2948,2864,0.971506106
2023-05,A DIVISION,7,2,1272,1204,0.946540881
2023-05,A DIVISION,S 42nd,1,2222,2221,0.999549955
2023-05,A DIVISION,S 42nd,2,1464,1464,1
2023-05,B DIVISION,A,1,2816,2630,0.933948864
2023-05,B DIVISION,A,2,1146,1072,0.935427574
2023-05,B DIVISION,B,1,1840,1717,0.933152174
2023-05,B DIVISION,C,1,1650,1539,0.932727273
2023-05,B DIVISION,C,2,960,909,0.946875
2023-05,B DIVISION,D,1,2001,1851,0.925037481
2023-05,B DIVISION,D,2,1280,1139,0.88984375
2023-05,B DIVISION,E,2,240,233,0.970833333
2023-05,B DIVISION,E,1,1716,1570,0.914918415
2023-05,B DIVISION,F,2,1200,1168,0.973333333
2023-05,B DIVISION,F,1,3141,2923,0.930595352
2023-05,B DIVISION,G,2,1152,1132,0.982638889
2023-05,B DIVISION,G,1,990,964,0.973737374
2023-05,B DIVISION,JZ,1,1122,1101,0.981283422
2023-05,B DIVISION,JZ,2,716,686,0.958100559
2023-05,B DIVISION,L,1,2112,2098,0.993371212
2023-05,B DIVISION,L,2,1596,1566,0.981203008
2023-05,B DIVISION,M,1,1958,1825,0.932073544
2023-05,B DIVISION,M,2,362,350,0.966850829
2023-05,B DIVISION,N,1,1958,1820,0.929519918
2023-05,B DIVISION,N,2,1280,1105,0.86328125
2023-05,B DIVISION,Q,2,1615,1572,0.973374613
2023-05,B DIVISION,Q,1,2266,2161,0.953662842
2023-05,B DIVISION,R,2,1200,1139,0.949166667
2023-05,B DIVISION,R,1,2178,2043,0.938016529
2023-05,B DIVISION,S Fkln,1,792,787,0.993686869
2023-05,B DIVISION,S Fkln,2,704,702,0.997159091
2023-05,B DIVISION,S Rock,2,226,223,0.986725664
2023-05,B DIVISION,S Rock,1,462,459,0.993506494
2023-05,B DIVISION,W,1,858,790,0.920745921
2023-05,Systemwide,Systemwide,1,47545,45122,0.949037754
2023-05,Systemwide,Systemwide,2,23858,22742,0.953223237
2023-04,A DIVISION,1,1,1680,1592,0.947619048
2023-04,A DIVISION,1,2,1198,1177,0.982470785
2023-04,A DIVISION,2,1,2217,2097,0.945872801
2023-04,A DIVISION,2,2,1739,1681,0.966647499
2023-04,A DIVISION,3,1,2060,1966,0.954368932
2023-04,A DIVISION,3,2,1600,1592,0.995
2023-04,A DIVISION,4,1,2760,2635,0.954710145
2023-04,A DIVISION,4,2,2381,2309,0.969760605
2023-04,A DIVISION,5,1,2514,2367,0.941527446
2023-04,A DIVISION,5,2,1006,981,0.975149105
2023-04,A DIVISION,6,1,2060,1981,0.961650485
2023-04,A DIVISION,6,2,1195,1143,0.956485356
2023-04,A DIVISION,7,2,1616,1514,0.936881188
2023-04,A DIVISION,7,1,2680,2603,0.971268657
2023-04,A DIVISION,S 42nd,2,1731,1727,0.997689197
2023-04,A DIVISION,S 42nd,1,2020,2016,0.998019802
2023-04,B DIVISION,A,1,2560,2445,0.955078125
2023-04,B DIVISION,A,2,1721,1533,0.890761185
2023-04,B DIVISION,B,1,1640,1574,0.959756098
2023-04,B DIVISION,C,1,1500,1460,0.973333333
2023-04,B DIVISION,C,2,1440,1220,0.847222222
2023-04,B DIVISION,D,1,1820,1717,0.943406593
2023-04,B DIVISION,D,2,1441,1411,0.979181124
2023-04,B DIVISION,E,2,640,621,0.9703125
2023-04,B DIVISION,E,1,1525,1446,0.948196721
2023-04,B DIVISION,F,2,1600,1546,0.96625
2023-04,B DIVISION,F,1,2900,2790,0.962068966
2023-04,B DIVISION,G,2,1536,1502,0.977864583
2023-04,B DIVISION,G,1,900,896,0.995555556
2023-04,B DIVISION,JZ,2,895,876,0.97877095
2023-04,B DIVISION,JZ,1,1020,1003,0.983333333
2023-04,B DIVISION,L,1,1920,1901,0.990104167
2023-04,B DIVISION,L,2,1412,1389,0.983711048
2023-04,B DIVISION,M,2,905,884,0.97679558
2023-04,B DIVISION,M,1,1800,1692,0.94
2023-04,B DIVISION,N,1,1780,1679,0.943258427
2023-04,B DIVISION,N,2,1597,1508,0.944270507
2023-04,B DIVISION,Q,1,2060,1976,0.959223301
2023-04,B DIVISION,Q,2,1824,1734,0.950657895
2023-04,B DIVISION,R,1,1980,1874,0.946464646
2023-04,B DIVISION,R,2,1440,1392,0.966666667
2023-04,B DIVISION,S Fkln,1,720,720,1
2023-04,B DIVISION,S Fkln,2,880,879,0.998863636
2023-04,B DIVISION,S Rock,1,420,420,1
2023-04,B DIVISION,S Rock,2,435,425,0.977011494
2023-04,B DIVISION,W,1,780,725,0.929487179
2023-04,B DIVISION,W,2,95,72,0.757894737
2023-04,Systemwide,Systemwide,1,43316,41575,0.959807
2023-04,Systemwide,Systemwide,2,30327,29116,0.960068586
2023-03,A DIVISION,1,1,1932,1878,0.972049689
2023-03,A DIVISION,1,2,959,924,0.96350365
2023-03,A DIVISION,2,1,2551,2424,0.950215602
2023-03,A DIVISION,2,2,1564,1522,0.97314578
2023-03,A DIVISION,3,2,640,612,0.95625
2023-03,A DIVISION,3,1,2369,2288,0.965808358
2023-03,A DIVISION,4,1,3174,3050,0.960932577
2023-03,A DIVISION,4,2,1907,1808,0.948085999
2023-03,A DIVISION,5,2,681,682,1.001468429
2023-03,A DIVISION,5,1,2929,2783,0.950153636
2023-03,A DIVISION,6,2,956,941,0.984309623
2023-03,A DIVISION,6,1,2369,2306,0.973406501
2023-03,A DIVISION,7,2,960,957,0.996875
2023-03,A DIVISION,7,1,3082,2945,0.955548345
2023-03,A DIVISION,S 42nd,1,2323,2296,0.988377099
2023-03,A DIVISION,S 42nd,2,1180,1154,0.977966102
2023-03,B DIVISION,A,1,2944,2723,0.924932065
2023-03,B DIVISION,A,2,1433,1180,0.823447313
2023-03,B DIVISION,B,1,1922,1792,0.932362123
2023-03,B DIVISION,C,1,1725,1633,0.946666667
2023-03,B DIVISION,C,2,1200,974,0.811666667
2023-03,B DIVISION,D,2,1280,1217,0.95078125
2023-03,B DIVISION,D,1,2093,1986,0.94887721
2023-03,B DIVISION,E,2,640,629,0.9828125
2023-03,B DIVISION,E,1,1794,1633,0.91025641
2023-03,B DIVISION,F,2,1280,1220,0.953125
2023-03,B DIVISION,F,1,3321,3035,0.913881361
2023-03,B DIVISION,G,2,1536,1519,0.988932292
2023-03,B DIVISION,G,1,1035,1026,0.991304348
2023-03,B DIVISION,JZ,2,716,689,0.962290503
2023-03,B DIVISION,JZ,1,1173,1171,0.99829497
2023-03,B DIVISION,L,2,913,898,0.983570646
2023-03,B DIVISION,L,1,2208,2134,0.966485507
2023-03,B DIVISION,M,2,704,689,0.978693182
2023-03,B DIVISION,M,1,2070,1863,0.9
2023-03,B DIVISION,N,2,1276,1218,0.954545455
2023-03,B DIVISION,N,1,2047,1927,0.941377626
2023-03,B DIVISION,Q,1,2369,2235,0.943436049
2023-03,B DIVISION,Q,2,1856,1815,0.977909483
2023-03,B DIVISION,R,1,2277,2112,0.927536232
2023-03,B DIVISION,R,2,1120,1087,0.970535714
2023-03,B DIVISION,S Fkln,1,828,826,0.997584541
2023-03,B DIVISION,S Fkln,2,528,528,1
2023-03,B DIVISION,S Rock,1,483,480,0.99378882
2023-03,B DIVISION,S Rock,2,435,431,0.990804598
2023-03,B DIVISION,W,1,897,834,0.929765886
2023-03,B DIVISION,W,2,190,170,0.894736842
2023-03,Systemwide,Systemwide,1,49915,47380,0.949213663
2023-03,Systemwide,Systemwide,2,23954,22864,0.954496118
2023-02,A DIVISION,1,2,960,930,0.96875
2023-02,A DIVISION,1,1,1596,1538,0.963659148
2023-02,A DIVISION,2,1,2109,2037,0.965860597
2023-02,A DIVISION,2,2,1421,1381,0.971850809
2023-02,A DIVISION,3,1,1917,1878,0.979655712
2023-02,A DIVISION,3,2,800,802,1.0025
2023-02,A DIVISION,4,1,2622,2488,0.948893974
2023-02,A DIVISION,4,2,1903,1859,0.976878613
2023-02,A DIVISION,5,1,2451,2261,0.92248062
2023-02,A DIVISION,5,2,838,812,0.968973747
2023-02,A DIVISION,6,1,1957,1903,0.972406745
2023-02,A DIVISION,6,2,956,934,0.976987448
2023-02,A DIVISION,7,1,2546,2473,0.971327573
2023-02,A DIVISION,7,2,960,886,0.922916667
2023-02,A DIVISION,S 42nd,1,1919,1917,0.998957791
2023-02,A DIVISION,S 42nd,2,1464,1464,1
2023-02,B DIVISION,A,1,2432,2302,0.946546053
2023-02,B DIVISION,A,2,1529,1478,0.966644866
2023-02,B DIVISION,B,1,1596,1522,0.953634085
2023-02,B DIVISION,C,1,1425,1349,0.946666667
2023-02,B DIVISION,C,2,1280,1202,0.9390625
2023-02,B DIVISION,D,2,1281,1103,0.861046058
2023-02,B DIVISION,D,1,1730,1648,0.952601156
2023-02,B DIVISION,E,2,640,623,0.9734375
2023-02,B DIVISION,E,1,1458,1387,0.951303155
2023-02,B DIVISION,F,2,1120,1088,0.971428571
2023-02,B DIVISION,F,1,2743,2526,0.920889537
2023-02,B DIVISION,G,2,1536,1519,0.988932292
2023-02,B DIVISION,G,1,855,838,0.980116959
2023-02,B DIVISION,JZ,1,969,963,0.99380805
2023-02,B DIVISION,JZ,2,537,528,0.983240223
2023-02,B DIVISION,L,1,1824,1803,0.988486842
2023-02,B DIVISION,L,2,1356,1343,0.990412979
2023-02,B DIVISION,M,1,1522,1422,0.934296978
2023-02,B DIVISION,M,2,523,519,0.992351816
2023-02,B DIVISION,N,1,1691,1593,0.942046127
2023-02,B DIVISION,N,2,1277,1107,0.866875489
2023-02,B DIVISION,Q,1,1957,1800,0.919775166
2023-02,B DIVISION,Q,2,1776,1727,0.97240991
2023-02,B DIVISION,R,1,1881,1767,0.939393939
2023-02,B DIVISION,R,2,1120,1009,0.900892857
2023-02,B DIVISION,S Fkln,1,684,684,1
2023-02,B DIVISION,S Fkln,2,704,702,0.997159091
2023-02,B DIVISION,S Rock,1,399,393,0.984962406
2023-02,B DIVISION,S Rock,2,452,451,0.997787611
2023-02,B DIVISION,W,1,740,693,0.936486486
2023-02,B DIVISION,W,2,285,271,0.950877193
2023-02,Systemwide,Systemwide,1,41023,39185,0.955195866
2023-02,Systemwide,Systemwide,2,24718,23738,0.960352779
2023-01,A DIVISION,1,1,1764,1700,0.963718821
2023-01,A DIVISION,1,2,1080,1042,0.964814815
2023-01,A DIVISION,2,1,2331,2244,0.962676963
2023-01,A DIVISION,2,2,2095,1975,0.942720764
2023-01,A DIVISION,3,2,1120,1118,0.998214286
2023-01,A DIVISION,3,1,2163,2098,0.969949145
2023-01,A DIVISION,4,2,2144,2111,0.984608209
2023-01,A DIVISION,4,1,2898,2748,0.948240166
2023-01,A DIVISION,5,1,2709,2558,0.944259874
2023-01,A DIVISION,5,2,1305,1267,0.970881226
2023-01,A DIVISION,6,2,1075,1057,0.983255814
2023-01,A DIVISION,6,1,2163,2105,0.973185391
2023-01,A DIVISION,7,1,2814,2759,0.980454869
2023-01,A DIVISION,7,2,1320,1293,0.979545455
2023-01,A DIVISION,S 42nd,2,1638,1637,0.999389499
2023-01,A DIVISION,S 42nd,1,2121,2118,0.998585573
2023-01,B DIVISION,A,1,2689,2525,0.939010785
2023-01,B DIVISION,A,2,1526,1505,0.986238532
2023-01,B DIVISION,B,1,1736,1685,0.97062212
2023-01,B DIVISION,C,1,1575,1486,0.943492063
2023-01,B DIVISION,C,2,1440,1394,0.968055556
2023-01,B DIVISION,D,1,1897,1789,0.943068002
2023-01,B DIVISION,D,2,1442,1420,0.984743412
2023-01,B DIVISION,E,2,720,681,0.945833333
2023-01,B DIVISION,E,1,1638,1554,0.948717949
2023-01,B DIVISION,F,2,1440,1367,0.949305556
2023-01,B DIVISION,F,1,3040,2907,0.95625
2023-01,B DIVISION,G,2,1728,1703,0.985532407
2023-01,B DIVISION,G,1,945,938,0.992592593
2023-01,B DIVISION,JZ,2,620,605,0.975806452
2023-01,B DIVISION,JZ,1,1071,1076,1.004668534
2023-01,B DIVISION,L,2,913,911,0.997809419
2023-01,B DIVISION,L,1,2016,1937,0.960813492
2023-01,B DIVISION,M,2,588,574,0.976190476
2023-01,B DIVISION,M,1,1890,1777,0.94021164
2023-01,B DIVISION,N,2,1440,1385,0.961805556
2023-01,B DIVISION,N,1,1869,1808,0.967362226
2023-01,B DIVISION,Q,1,2163,2076,0.959778086
2023-01,B DIVISION,Q,2,2008,1919,0.955677291
2023-01,B DIVISION,R,1,2079,1983,0.953823954
2023-01,B DIVISION,R,2,1440,1398,0.970833333
2023-01,B DIVISION,S Fkln,2,608,608,1
2023-01,B DIVISION,S Fkln,1,756,756,1
2023-01,B DIVISION,S Rock,1,441,436,0.988662132
2023-01,B DIVISION,S Rock,2,500,491,0.982
2023-01,B DIVISION,W,1,818,784,0.958435208
2023-01,Systemwide,Systemwide,1,45586,43847,0.961852323
2023-01,Systemwide,Systemwide,2,28190,27461,0.974139766
2022-12,A DIVISION,1,1,1764,1683,0.954081633
2022-12,A DIVISION,1,2,1104,1061,0.961050725
2022-12,A DIVISION,2,1,2331,2191,0.93993994
2022-12,A DIVISION,2,2,2106,1950,0.925925926
2022-12,A DIVISION,3,1,2163,2056,0.950531669
2022-12,A DIVISION,3,2,1440,1401,0.972916667
2022-12,A DIVISION,4,2,2148,2045,0.952048417
2022-12,A DIVISION,4,1,2904,2734,0.941460055
2022-12,A DIVISION,5,1,2709,2462,0.908822444
2022-12,A DIVISION,5,2,1034,995,0.962282398
2022-12,A DIVISION,6,1,2163,2033,0.939898289
2022-12,A DIVISION,6,2,1073,996,0.928238583
2022-12,A DIVISION,7,1,2818,2725,0.966997871
2022-12,A DIVISION,7,2,1568,1521,0.97002551
2022-12,A DIVISION,S 42nd,1,2121,2117,0.998114097
2022-12,A DIVISION,S 42nd,2,1656,1653,0.998188406
2022-12,B DIVISION,A,2,1719,1651,0.960442118
2022-12,B DIVISION,A,1,2688,2509,0.933407738
2022-12,B DIVISION,B,1,1722,1622,0.941927991
2022-12,B DIVISION,C,1,1579,1444,0.91450285
2022-12,B DIVISION,C,2,1440,1348,0.936111111
2022-12,B DIVISION,D,1,1890,1771,0.937037037
2022-12,B DIVISION,D,2,1442,1352,0.937586685
2022-12,B DIVISION,E,2,560,541,0.966071429
2022-12,B DIVISION,E,1,1326,1242,0.936651584
2022-12,B DIVISION,F,2,1440,1368,0.95
2022-12,B DIVISION,F,1,3045,2796,0.918226601
2022-12,B DIVISION,G,2,1536,1489,0.969401042
2022-12,B DIVISION,G,1,945,942,0.996825397
2022-12,B DIVISION,JZ,2,633,590,0.93206951
2022-12,B DIVISION,JZ,1,1071,1025,0.957049486
2022-12,B DIVISION,L,2,2039,1961,0.961745954
2022-12,B DIVISION,L,1,2016,1949,0.966765873
2022-12,B DIVISION,M,2,639,592,0.926447574
2022-12,B DIVISION,M,1,1702,1555,0.913631022
2022-12,B DIVISION,N,2,1439,1344,0.933981932
2022-12,B DIVISION,N,1,1869,1745,0.933654361
2022-12,B DIVISION,Q,1,2163,1977,0.914008322
2022-12,B DIVISION,Q,2,1784,1695,0.950112108
2022-12,B DIVISION,R,1,2079,1881,0.904761905
2022-12,B DIVISION,R,2,1280,1205,0.94140625
2022-12,B DIVISION,S Fkln,2,800,797,0.99625
2022-12,B DIVISION,S Fkln,1,756,751,0.993386243
2022-12,B DIVISION,S Rock,1,441,439,0.995464853
2022-12,B DIVISION,S Rock,2,517,510,0.986460348
2022-12,B DIVISION,W,1,818,774,0.946210269
2022-12,Systemwide,Systemwide,1,45083,42423,0.940997715
2022-12,Systemwide,Systemwide,2,29397,28065,0.954689254
2022-11,A DIVISION,1,1,1764,1709,0.968820862
2022-11,A DIVISION,1,2,848,783,0.923349057
2022-11,A DIVISION,2,1,2331,2239,0.960531961
2022-11,A DIVISION,2,2,1268,1071,0.844637224
2022-11,A DIVISION,3,1,2163,2098,0.969949145
2022-11,A DIVISION,3,2,1120,948,0.846428571
2022-11,A DIVISION,4,1,2940,2800,0.952380952
2022-11,A DIVISION,4,2,1671,1534,0.918013166
2022-11,A DIVISION,5,1,2709,2473,0.912882983
2022-11,A DIVISION,5,2,1038,952,0.917148362
2022-11,A DIVISION,6,1,2163,2089,0.965788257
2022-11,A DIVISION,6,2,837,823,0.983273596
2022-11,A DIVISION,7,1,2849,2740,0.961740962
2022-11,A DIVISION,7,2,1016,1015,0.999015748
2022-11,A DIVISION,S 42nd,1,2121,2112,0.995756719
2022-11,A DIVISION,S 42nd,2,1290,1213,0.940310078
2022-11,B DIVISION,A,2,1290,1226,0.950387597
2022-11,B DIVISION,A,1,2688,2471,0.919270833
2022-11,B DIVISION,B,1,1716,1602,0.933566434
2022-11,B DIVISION,C,1,1575,1465,0.93015873
2022-11,B DIVISION,C,2,1080,903,0.836111111
2022-11,B DIVISION,D,1,1889,1728,0.914769719
2022-11,B DIVISION,D,2,1121,966,0.861730598
2022-11,B DIVISION,E,2,560,539,0.9625
2022-11,B DIVISION,E,1,1638,1510,0.921855922
2022-11,B DIVISION,F,1,3045,2848,0.935303777
2022-11,B DIVISION,F,2,1120,1054,0.941071429
