month,division,line,day_type,num_sched_trains,num_actual_trains,service_delivered
2022-11,B DIVISION,G,2,1344,1335,0.993303571
2022-11,B DIVISION,G,1,945,939,0.993650794
2022-11,B DIVISION,JZ,2,454,441,0.971365639
2022-11,B DIVISION,JZ,1,1071,1041,0.971988796
2022-11,B DIVISION,L,1,2016,1964,0.974206349
2022-11,B DIVISION,L,2,1295,1268,0.979150579
2022-11,B DIVISION,M,1,1890,1738,0.91957672
2022-11,B DIVISION,M,2,458,445,0.971615721
2022-11,B DIVISION,N,1,1869,1757,0.940074906
2022-11,B DIVISION,N,2,1119,1045,0.933869526
2022-11,B DIVISION,Q,1,2163,1965,0.908460472
2022-11,B DIVISION,Q,2,1035,961,0.928502415
2022-11,B DIVISION,R,1,2079,1897,0.912457912
2022-11,B DIVISION,R,2,1040,990,0.951923077
2022-11,B DIVISION,S Fkln,1,756,743,0.982804233
2022-11,B DIVISION,S Fkln,2,624,619,0.991987179
2022-11,B DIVISION,S Rock,2,404,394,0.975247525
2022-11,B DIVISION,S Rock,1,441,441,1
2022-11,B DIVISION,W,1,818,761,0.930317848
2022-11,Systemwide,Systemwide,1,45639,43130,0.945025088
2022-11,Systemwide,Systemwide,2,22032,20525,0.931599492
2022-10,A DIVISION,1,2,1200,1133,0.944166667
2022-10,A DIVISION,1,1,1764,1668,0.945578231
2022-10,A DIVISION,2,1,2322,2155,0.928079242
2022-10,A DIVISION,2,2,1876,1722,0.917910448
2022-10,A DIVISION,3,1,2163,2046,0.94590846
2022-10,A DIVISION,3,2,1120,1092,0.975
2022-10,A DIVISION,4,2,2383,2219,0.931179186
2022-10,A DIVISION,4,1,2940,2812,0.956462585
2022-10,A DIVISION,5,1,2605,2433,0.933973129
2022-10,A DIVISION,5,2,1342,1294,0.964232489
2022-10,A DIVISION,6,1,2163,2088,0.965325936
2022-10,A DIVISION,6,2,1195,1151,0.963179916
2022-10,A DIVISION,7,1,2850,2722,0.955087719
2022-10,A DIVISION,7,2,1639,1535,0.936546675
2022-10,A DIVISION,S 42nd,2,1830,1828,0.998907104
2022-10,A DIVISION,S 42nd,1,2121,2097,0.988684583
2022-10,B DIVISION,A,2,1910,1765,0.92408377
2022-10,B DIVISION,A,1,2692,2480,0.921248143
2022-10,B DIVISION,B,1,1724,1579,0.915893271
2022-10,B DIVISION,C,1,1575,1436,0.911746032
2022-10,B DIVISION,C,2,1440,1151,0.799305556
2022-10,B DIVISION,D,1,1890,1766,0.934391534
2022-10,B DIVISION,D,2,1600,1470,0.91875
2022-10,B DIVISION,E,2,640,601,0.9390625
2022-10,B DIVISION,E,1,1638,1487,0.907814408
2022-10,B DIVISION,F,2,1520,1384,0.910526316
2022-10,B DIVISION,F,1,3045,2789,0.91592775
2022-10,B DIVISION,G,2,1728,1655,0.95775463
2022-10,B DIVISION,G,1,945,932,0.986243386
2022-10,B DIVISION,JZ,2,896,869,0.969866071
2022-10,B DIVISION,JZ,1,1071,1048,0.978524743
2022-10,B DIVISION,L,2,1968,1916,0.973577236
2022-10,B DIVISION,L,1,2016,1978,0.981150794
2022-10,B DIVISION,M,2,723,691,0.955739972
2022-10,B DIVISION,M,1,1890,1718,0.908994709
2022-10,B DIVISION,N,1,1869,1743,0.93258427
2022-10,B DIVISION,N,2,1118,1035,0.925760286
2022-10,B DIVISION,Q,1,2163,2015,0.931576514
2022-10,B DIVISION,Q,2,2092,1974,0.943594646
2022-10,B DIVISION,R,1,2079,1927,0.926887927
2022-10,B DIVISION,R,2,320,285,0.890625
2022-10,B DIVISION,S Fkln,1,756,756,1
2022-10,B DIVISION,S Fkln,2,880,879,0.998863636
2022-10,B DIVISION,S Rock,2,564,549,0.973404255
2022-10,B DIVISION,S Rock,1,441,433,0.98185941
2022-10,B DIVISION,W,1,819,767,0.936507937
2022-10,Systemwide,Systemwide,1,45541,42875,0.941459344
2022-10,Systemwide,Systemwide,2,29984,28198,0.940434899
2022-09,A DIVISION,1,2,960,941,0.980208333
2022-09,A DIVISION,1,1,1764,1693,0.959750567
2022-09,A DIVISION,2,1,2318,2131,0.919327006
2022-09,A DIVISION,2,2,1425,1382,0.969824561
2022-09,A DIVISION,3,1,2163,2028,0.937586685
2022-09,A DIVISION,3,2,960,931,0.969791667
2022-09,A DIVISION,4,1,2938,2817,0.958815521
2022-09,A DIVISION,4,2,1907,1860,0.975353959
2022-09,A DIVISION,5,2,636,633,0.995283019
2022-09,A DIVISION,5,1,2554,2360,0.92404072
2022-09,A DIVISION,6,1,2163,2073,0.958391123
2022-09,A DIVISION,6,2,956,933,0.975941423
2022-09,A DIVISION,7,1,2848,2760,0.969101124
2022-09,A DIVISION,7,2,1376,1367,0.993459302
2022-09,A DIVISION,S 42nd,2,1464,1460,0.99726776
2022-09,A DIVISION,S 42nd,1,2121,2118,0.998585573
2022-09,B DIVISION,A,2,1337,1168,0.873597607
2022-09,B DIVISION,A,1,2700,2451,0.907777778
2022-09,B DIVISION,B,1,1722,1599,0.928571429
2022-09,B DIVISION,C,1,1575,1402,0.89015873
2022-09,B DIVISION,C,2,1040,889,0.854807692
2022-09,B DIVISION,D,1,1889,1710,0.905240868
2022-09,B DIVISION,D,2,1121,1083,0.966101695
2022-09,B DIVISION,E,2,480,454,0.945833333
2022-09,B DIVISION,E,1,1623,1452,0.894639556
2022-09,B DIVISION,F,2,1200,1069,0.890833333
2022-09,B DIVISION,F,1,3029,2763,0.912182238
2022-09,B DIVISION,G,2,1152,1141,0.990451389
2022-09,B DIVISION,G,1,945,923,0.976719577
2022-09,B DIVISION,JZ,2,716,680,0.94972067
2022-09,B DIVISION,JZ,1,1071,1036,0.967320261
2022-09,B DIVISION,L,2,1808,1755,0.970685841
2022-09,B DIVISION,L,1,2016,1955,0.969742063
2022-09,B DIVISION,M,2,723,692,0.957123098
2022-09,B DIVISION,M,1,1890,1695,0.896825397
2022-09,B DIVISION,N,1,1869,1743,0.93258427
2022-09,B DIVISION,N,2,1281,1177,0.918813427
2022-09,B DIVISION,Q,2,1542,1455,0.943579767
2022-09,B DIVISION,Q,1,2163,2021,0.934350439
2022-09,B DIVISION,R,2,1280,1245,0.97265625
2022-09,B DIVISION,R,1,2079,1891,0.90957191
2022-09,B DIVISION,S Fkln,2,704,703,0.998579545
2022-09,B DIVISION,S Fkln,1,756,746,0.986772487
2022-09,B DIVISION,S Rock,1,441,437,0.990929705
2022-09,B DIVISION,S Rock,2,450,443,0.984444444
2022-09,B DIVISION,W,1,809,767,0.948084054
2022-09,Systemwide,Systemwide,1,45446,42571,0.936738107
2022-09,Systemwide,Systemwide,2,24518,23461,0.956888816
2022-08,A DIVISION,1,1,1932,1859,0.962215321
2022-08,A DIVISION,1,2,959,945,0.98540146
2022-08,A DIVISION,2,1,2551,2441,0.956879655
2022-08,A DIVISION,2,2,1280,1195,0.93359375
2022-08,A DIVISION,3,2,1280,1196,0.934375
2022-08,A DIVISION,3,1,2285,2159,0.944857768
2022-08,A DIVISION,4,1,3217,3085,0.958967983
2022-08,A DIVISION,4,2,1906,1791,0.939664218
2022-08,A DIVISION,5,1,2758,2603,0.943799855
2022-08,A DIVISION,5,2,1134,1071,0.944444444
2022-08,A DIVISION,6,1,2369,2269,0.957788096
2022-08,A DIVISION,6,2,956,935,0.978033473
2022-08,A DIVISION,7,1,3128,2961,0.946611253
2022-08,A DIVISION,7,2,1376,1335,0.970203488
2022-08,A DIVISION,S 42nd,2,1464,1460,0.99726776
2022-08,A DIVISION,S 42nd,1,2323,2246,0.966853207
2022-08,B DIVISION,A,1,2962,2685,0.906482107
2022-08,B DIVISION,A,2,1524,1359,0.891732283
2022-08,B DIVISION,B,1,1886,1733,0.918875928
2022-08,B DIVISION,C,1,1725,1557,0.902608696
2022-08,B DIVISION,C,2,1280,1024,0.8
2022-08,B DIVISION,D,1,2070,1885,0.910628019
2022-08,B DIVISION,D,2,1280,1113,0.86953125
2022-08,B DIVISION,E,2,320,300,0.9375
2022-08,B DIVISION,E,1,1754,1527,0.870581528
2022-08,B DIVISION,F,2,1120,1017,0.908035714
2022-08,B DIVISION,F,1,3268,2913,0.891370869
2022-08,B DIVISION,G,2,1536,1511,0.983723958
2022-08,B DIVISION,G,1,1035,984,0.950724638
2022-08,B DIVISION,JZ,2,716,680,0.94972067
2022-08,B DIVISION,JZ,1,1173,1100,0.937766411
2022-08,B DIVISION,L,2,1224,1132,0.924836601
2022-08,B DIVISION,L,1,2208,2063,0.93432971
2022-08,B DIVISION,M,2,724,694,0.958563536
2022-08,B DIVISION,M,1,2070,1822,0.880193237
2022-08,B DIVISION,N,1,2047,1874,0.915486077
2022-08,B DIVISION,N,2,1280,1148,0.896875
2022-08,B DIVISION,Q,1,2369,2181,0.920641621
2022-08,B DIVISION,Q,2,1568,1457,0.929209184
2022-08,B DIVISION,R,1,2277,1998,0.877470356
2022-08,B DIVISION,R,2,1279,1197,0.935887412
2022-08,B DIVISION,S Fkln,1,828,819,0.989130435
2022-08,B DIVISION,S Fkln,2,704,704,1
2022-08,B DIVISION,S Rock,2,452,436,0.96460177
2022-08,B DIVISION,S Rock,1,483,478,0.989648033
2022-08,B DIVISION,W,1,896,797,0.889508929
2022-08,Systemwide,Systemwide,1,49614,46039,0.927943726
2022-08,Systemwide,Systemwide,2,25362,23700,0.93446889
2022-07,A DIVISION,1,1,1680,1600,0.952380952
2022-07,A DIVISION,1,2,1200,1145,0.954166667
2022-07,A DIVISION,2,2,1521,1362,0.895463511
2022-07,A DIVISION,2,1,2220,2088,0.940540541
2022-07,A DIVISION,3,1,2020,1885,0.933168317
2022-07,A DIVISION,3,2,1120,1067,0.952678571
2022-07,A DIVISION,4,1,2800,2606,0.930714286
2022-07,A DIVISION,4,2,2382,2292,0.962216625
2022-07,A DIVISION,5,1,2480,2189,0.88266129
2022-07,A DIVISION,5,2,1088,1137,1.045036765
2022-07,A DIVISION,6,1,2060,1932,0.937864078
2022-07,A DIVISION,6,2,1195,1164,0.974058577
2022-07,A DIVISION,7,1,2717,2601,0.957305852
2022-07,A DIVISION,7,2,1616,1558,0.964108911
2022-07,A DIVISION,S 42nd,2,1830,1761,0.962295082
2022-07,A DIVISION,S 42nd,1,2020,2001,0.990594059
2022-07,B DIVISION,A,1,2569,2297,0.894122227
2022-07,B DIVISION,A,2,1910,1709,0.894764398
2022-07,B DIVISION,B,1,1642,1445,0.880024361
2022-07,B DIVISION,C,1,1500,1273,0.848666667
2022-07,B DIVISION,C,2,1664,1360,0.817307692
2022-07,B DIVISION,D,1,1801,1548,0.859522488
2022-07,B DIVISION,D,2,1599,1468,0.918073796
2022-07,B DIVISION,E,2,799,748,0.936170213
2022-07,B DIVISION,E,1,1560,1379,0.883974359
2022-07,B DIVISION,F,2,1600,1406,0.87875
2022-07,B DIVISION,F,1,2887,2492,0.863179771
2022-07,B DIVISION,G,2,1728,1642,0.950231481
2022-07,B DIVISION,G,1,900,804,0.893333333
2022-07,B DIVISION,JZ,2,895,841,0.939664804
2022-07,B DIVISION,JZ,1,1020,877,0.859803922
2022-07,B DIVISION,L,2,2270,2158,0.950660793
2022-07,B DIVISION,L,1,1920,1730,0.901041667
2022-07,B DIVISION,M,2,905,878,0.970165746
2022-07,B DIVISION,M,1,1800,1541,0.856111111
2022-07,B DIVISION,N,2,1600,1475,0.921875
2022-07,B DIVISION,N,1,1780,1580,0.887640449
2022-07,B DIVISION,Q,2,1888,1727,0.914724576
2022-07,B DIVISION,Q,1,2060,1870,0.90776699
2022-07,B DIVISION,R,1,1980,1725,0.871212121
2022-07,B DIVISION,R,2,1600,1486,0.92875
2022-07,B DIVISION,S Fkln,1,720,720,1
2022-07,B DIVISION,S Fkln,2,840,858,1.021428571
2022-07,B DIVISION,S Rock,2,565,546,0.966371681
2022-07,B DIVISION,S Rock,1,420,414,0.985714286
2022-07,B DIVISION,W,1,779,678,0.870346598
2022-07,Systemwide,Systemwide,1,43335,39275,0.906311296
2022-07,Systemwide,Systemwide,2,31815,29788,0.936287915
2022-06,A DIVISION,1,2,840,778,0.926190476
2022-06,A DIVISION,1,1,1848,1724,0.932900433
2022-06,A DIVISION,2,1,2424,2265,0.934405941
2022-06,A DIVISION,2,2,1570,1337,0.851592357
2022-06,A DIVISION,3,1,2248,2089,0.929270463
2022-06,A DIVISION,3,2,1280,1150,0.8984375
2022-06,A DIVISION,4,1,3098,2892,0.933505487
2022-06,A DIVISION,4,2,1667,1517,0.910017996
2022-06,A DIVISION,5,2,927,867,0.935275081
2022-06,A DIVISION,5,1,2690,2501,0.929739777
2022-06,A DIVISION,6,2,983,903,0.91861648
2022-06,A DIVISION,6,1,2266,2154,0.950573698
2022-06,A DIVISION,7,1,2986,2749,0.920629605
2022-06,A DIVISION,7,2,1272,1179,0.926886792
2022-06,A DIVISION,S 42nd,1,2222,2191,0.986048605
2022-06,A DIVISION,S 42nd,2,1482,1482,1
2022-06,B DIVISION,A,1,2834,2579,0.910021171
2022-06,B DIVISION,A,2,1528,1086,0.710732984
2022-06,B DIVISION,B,1,1848,1645,0.890151515
2022-06,B DIVISION,C,1,1650,1463,0.886666667
2022-06,B DIVISION,C,2,1344,911,0.677827381
2022-06,B DIVISION,D,2,1281,1137,0.887587822
2022-06,B DIVISION,D,1,2003,1802,0.899650524
2022-06,B DIVISION,E,2,479,435,0.908141962
2022-06,B DIVISION,E,1,1716,1568,0.913752914
2022-06,B DIVISION,F,2,1280,1095,0.85546875
2022-06,B DIVISION,F,1,3182,2850,0.895663105
2022-06,B DIVISION,G,2,1152,1133,0.983506944
2022-06,B DIVISION,G,1,990,954,0.963636364
2022-06,B DIVISION,JZ,2,729,628,0.861454047
2022-06,B DIVISION,JZ,1,1122,1049,0.934937611
2022-06,B DIVISION,L,2,1808,1710,0.94579646
2022-06,B DIVISION,L,1,2112,1983,0.938920455
2022-06,B DIVISION,M,1,1980,1716,0.866666667
2022-06,B DIVISION,N,2,1280,1103,0.86171875
2022-06,B DIVISION,N,1,1976,1791,0.906376518
2022-06,B DIVISION,Q,2,1274,1170,0.918367347
2022-06,B DIVISION,Q,1,2265,2090,0.922737307
2022-06,B DIVISION,R,1,2178,1950,0.895316804
2022-06,B DIVISION,R,2,1280,1125,0.87890625
2022-06,B DIVISION,S Fkln,2,704,701,0.995738636
2022-06,B DIVISION,S Fkln,1,792,790,0.997474747
2022-06,B DIVISION,S Rock,1,462,462,1
2022-06,B DIVISION,S Rock,2,452,432,0.955752212
2022-06,B DIVISION,W,1,857,789,0.920653442
2022-06,Systemwide,Systemwide,2,24612,21879,0.888956607
2022-06,Systemwide,Systemwide,1,47749,44046,0.922448638
2022-05,A DIVISION,1,1,1764,1654,0.937641723
2022-05,A DIVISION,1,2,960,860,0.895833333
2022-05,A DIVISION,2,1,2310,2163,0.936363636
2022-05,A DIVISION,2,2,1505,1262,0.838538206
2022-05,A DIVISION,3,1,2142,2010,0.93837535
2022-05,A DIVISION,3,2,1280,1175,0.91796875
2022-05,A DIVISION,4,1,2961,2764,0.933468423
2022-05,A DIVISION,4,2,2007,1802,0.897857499
2022-05,A DIVISION,5,1,2637,2496,0.946530148
2022-05,A DIVISION,5,2,639,601,0.940532081
2022-05,A DIVISION,6,2,1006,919,0.913518887
2022-05,A DIVISION,6,1,2163,2038,0.942209894
2022-05,A DIVISION,7,2,1262,1182,0.936608558
2022-05,A DIVISION,7,1,2856,2613,0.914915966
2022-05,A DIVISION,S 42nd,2,1464,1436,0.980874317
2022-05,A DIVISION,S 42nd,1,2121,2114,0.99669967
2022-05,B DIVISION,A,2,1290,1162,0.900775194
2022-05,B DIVISION,A,1,2709,2432,0.897748247
2022-05,B DIVISION,B,1,1760,1582,0.898863636
2022-05,B DIVISION,C,2,1080,1000,0.925925926
2022-05,B DIVISION,C,1,1575,1364,0.866031746
2022-05,B DIVISION,D,2,1281,1179,0.920374707
2022-05,B DIVISION,D,1,1912,1727,0.903242678
2022-05,B DIVISION,E,2,240,207,0.8625
2022-05,B DIVISION,E,1,1638,1488,0.908424908
2022-05,B DIVISION,F,2,1280,1129,0.88203125
2022-05,B DIVISION,F,1,3034,2710,0.893210283
2022-05,B DIVISION,G,1,945,918,0.971428571
2022-05,B DIVISION,G,2,1440,1424,0.988888889
2022-05,B DIVISION,JZ,2,717,669,0.933054393
2022-05,B DIVISION,JZ,1,1071,1007,0.940242764
2022-05,B DIVISION,L,1,2016,1900,0.942460317
2022-05,B DIVISION,L,2,1375,1283,0.933090909
2022-05,B DIVISION,M,1,1890,1712,0.905820106
2022-05,B DIVISION,M,2,358,346,0.966480447
2022-05,B DIVISION,N,1,1890,1684,0.891005291
2022-05,B DIVISION,N,2,1280,1191,0.93046875
2022-05,B DIVISION,Q,2,1815,1697,0.934986226
2022-05,B DIVISION,Q,1,2163,1985,0.917706889
2022-05,B DIVISION,R,2,1280,1103,0.86171875
2022-05,B DIVISION,R,1,2079,1874,0.901394901
2022-05,B DIVISION,S Fkln,2,704,704,1
2022-05,B DIVISION,S Fkln,1,756,742,0.981481481
2022-05,B DIVISION,S Rock,2,226,223,0.986725664
2022-05,B DIVISION,S Rock,1,441,442,1.002267574
2022-05,B DIVISION,W,1,818,713,0.871638142
2022-05,Systemwide,Systemwide,2,24489,22554,0.920984932
2022-05,Systemwide,Systemwide,1,45651,42132,0.922915161
2022-04,A DIVISION,1,2,1080,1042,0.964814815
2022-04,A DIVISION,1,1,1764,1650,0.93537415
2022-04,A DIVISION,2,2,1734,1547,0.892156863
2022-04,A DIVISION,2,1,2310,2107,0.912121212
2022-04,A DIVISION,3,2,1120,1053,0.940178571
2022-04,A DIVISION,3,1,2142,1967,0.918300654
2022-04,A DIVISION,4,1,2961,2760,0.932117528
2022-04,A DIVISION,4,2,2208,2026,0.917572464
2022-04,A DIVISION,5,2,736,697,0.94701087
2022-04,A DIVISION,5,1,2647,2467,0.931998489
2022-04,A DIVISION,6,2,1110,1017,0.916216216
2022-04,A DIVISION,6,1,2163,2032,0.939435969
2022-04,A DIVISION,7,2,1383,1293,0.934924078
2022-04,A DIVISION,7,1,2847,2651,0.931155602
2022-04,A DIVISION,S 42nd,1,2121,2099,0.989627534
2022-04,A DIVISION,S 42nd,2,1557,1557,1
2022-04,B DIVISION,A,1,2709,2475,0.913621262
2022-04,B DIVISION,A,2,1724,1275,0.739559165
2022-04,B DIVISION,B,1,1680,1570,0.93452381
2022-04,B DIVISION,C,2,1120,951,0.849107143
2022-04,B DIVISION,C,1,1575,1432,0.909206349
2022-04,B DIVISION,D,1,1820,1700,0.934065934
2022-04,B DIVISION,D,2,1280,1191,0.93046875
2022-04,B DIVISION,E,2,720,670,0.930555556
2022-04,B DIVISION,E,1,1638,1511,0.922466422
2022-04,B DIVISION,F,1,3045,2714,0.891297209
2022-04,B DIVISION,F,2,1440,1326,0.920833333
2022-04,B DIVISION,G,2,1536,1472,0.958333333
2022-04,B DIVISION,G,1,945,910,0.962962963
2022-04,B DIVISION,JZ,2,812,751,0.924876847
2022-04,B DIVISION,JZ,1,1071,1043,0.973856209
2022-04,B DIVISION,L,2,1384,1327,0.958815029
2022-04,B DIVISION,L,1,2016,1934,0.959325397
2022-04,B DIVISION,M,2,839,778,0.927294398
2022-04,B DIVISION,M,1,1890,1723,0.911640212
2022-04,B DIVISION,N,2,1440,1350,0.9375
2022-04,B DIVISION,N,1,1800,1641,0.911666667
2022-04,B DIVISION,Q,2,2049,1923,0.938506589
2022-04,B DIVISION,Q,1,2163,1989,0.919556172
2022-04,B DIVISION,R,2,1360,1230,0.904411765
2022-04,B DIVISION,R,1,1980,1802,0.91010101
2022-04,B DIVISION,S Fkln,1,756,739,0.977513228
2022-04,B DIVISION,S Fkln,2,800,776,0.97
2022-04,B DIVISION,S Rock,2,451,452,1.002217295
2022-04,B DIVISION,S Rock,1,441,445,1.009070295
2022-04,B DIVISION,W,1,779,699,0.897304236
2022-04,Systemwide,Systemwide,2,27883,25704,0.921852025
2022-04,Systemwide,Systemwide,1,45263,42060,0.9292358
2022-03,A DIVISION,1,2,958,925,0.965553236
2022-03,A DIVISION,1,1,1932,1873,0.969461698
2022-03,A DIVISION,2,1,2530,2462,0.97312253
2022-03,A DIVISION,2,2,1106,1048,0.94755877
2022-03,A DIVISION,3,2,1120,1079,0.963392857
2022-03,A DIVISION,3,1,2346,2310,0.984654731
2022-03,A DIVISION,4,1,3243,3124,0.963305581
2022-03,A DIVISION,4,2,1664,1548,0.930288462
2022-03,A DIVISION,5,1,2921,2793,0.956179391
2022-03,A DIVISION,5,2,672,644,0.958333333
2022-03,A DIVISION,6,1,2369,2239,0.945124525
2022-03,A DIVISION,6,2,956,906,0.947698745
2022-03,A DIVISION,7,1,3126,2774,0.887396033
2022-03,A DIVISION,7,2,1064,1002,0.941729323
2022-03,A DIVISION,S 42nd,2,1098,1093,0.995446266
2022-03,A DIVISION,S 42nd,1,2323,2293,0.987085665
2022-03,B DIVISION,A,1,2967,2736,0.922143579
2022-03,B DIVISION,A,2,1432,1344,0.938547486
2022-03,B DIVISION,B,1,1924,1807,0.939189189
2022-03,B DIVISION,C,1,1725,1569,0.909565217
2022-03,B DIVISION,C,2,1200,1118,0.931666667
2022-03,B DIVISION,D,1,2095,1969,0.939856802
2022-03,B DIVISION,D,2,1280,1196,0.934375
2022-03,B DIVISION,E,2,640,620,0.96875
2022-03,B DIVISION,E,1,1794,1644,0.91638796
2022-03,B DIVISION,F,2,480,437,0.910416667
2022-03,B DIVISION,F,1,3335,3031,0.908845577
2022-03,B DIVISION,G,2,1536,1513,0.985026042
2022-03,B DIVISION,G,1,1035,1026,0.991304348
2022-03,B DIVISION,JZ,2,716,668,0.932960894
2022-03,B DIVISION,JZ,1,1173,1122,0.956521739
2022-03,B DIVISION,L,2,1172,1109,0.946245734
2022-03,B DIVISION,L,1,2208,2110,0.955615942
2022-03,B DIVISION,M,2,724,713,0.98480663
2022-03,B DIVISION,M,1,2070,1930,0.93236715
2022-03,B DIVISION,N,1,2070,1898,0.916908213
2022-03,B DIVISION,N,2,1277,1163,0.910728269
2022-03,B DIVISION,Q,1,2369,2221,0.937526382
2022-03,B DIVISION,Q,2,1856,1738,0.936422414
2022-03,B DIVISION,R,1,2277,2098,0.921387791
2022-03,B DIVISION,R,2,1280,1205,0.94140625
2022-03,B DIVISION,S Fkln,1,828,819,0.989130435
2022-03,B DIVISION,S Fkln,2,704,702,0.997159091
2022-03,B DIVISION,S Rock,2,290,290,1
2022-03,B DIVISION,S Rock,1,483,479,0.991718427
2022-03,B DIVISION,W,1,896,835,0.931919643
2022-03,Systemwide,Systemwide,1,50039,47162,0.942504846
2022-03,Systemwide,Systemwide,2,23225,22061,0.949881593
2022-02,A DIVISION,1,1,1596,1538,0.963659148
2022-02,A DIVISION,1,2,840,799,0.951190476
2022-02,A DIVISION,2,2,1414,1278,0.903818953
2022-02,A DIVISION,2,1,2090,1997,0.955502392
2022-02,A DIVISION,3,1,1938,1873,0.966460268
2022-02,A DIVISION,3,2,801,775,0.967540574
2022-02,A DIVISION,4,1,2679,2539,0.947741695
2022-02,A DIVISION,4,2,1671,1558,0.932375823
2022-02,A DIVISION,5,1,2378,2271,0.955004205
2022-02,A DIVISION,5,2,671,624,0.929955291
2022-02,A DIVISION,6,1,1957,1865,0.952989269
2022-02,A DIVISION,6,2,877,815,0.929304447
2022-02,A DIVISION,7,1,2584,2427,0.939241486
2022-02,A DIVISION,7,2,1184,1155,0.975506757
2022-02,B DIVISION,A,2,1145,1051,0.91790393
2022-02,B DIVISION,A,1,2451,2156,0.879640963
2022-02,B DIVISION,B,1,1596,1509,0.945488722
2022-02,B DIVISION,C,1,1425,1252,0.878596491
2022-02,B DIVISION,C,2,960,865,0.901041667
2022-02,B DIVISION,D,2,1120,1061,0.947321429
2022-02,B DIVISION,D,1,1730,1608,0.929479769
2022-02,B DIVISION,E,1,1482,1369,0.923751687
2022-02,B DIVISION,F,2,1120,1039,0.927678571
2022-02,B DIVISION,F,1,2036,1860,0.913555992
2022-02,B DIVISION,G,1,855,835,0.976608187
2022-02,B DIVISION,G,2,1344,1281,0.953125
2022-02,B DIVISION,JZ,1,969,925,0.954592363
2022-02,B DIVISION,JZ,2,633,582,0.91943128
2022-02,B DIVISION,L,2,1356,1277,0.941740413
2022-02,B DIVISION,L,1,1432,1392,0.972067039
2022-02,B DIVISION,M,1,1290,1195,0.926356589
2022-02,B DIVISION,M,2,623,579,0.929373997
2022-02,B DIVISION,N,1,1710,1580,0.923976608
2022-02,B DIVISION,N,2,1121,1080,0.963425513
2022-02,B DIVISION,Q,1,1957,1807,0.923352069
2022-02,B DIVISION,Q,2,1384,1253,0.905346821
2022-02,B DIVISION,R,1,1745,1643,0.941547278
2022-02,B DIVISION,R,2,840,798,0.95
2022-02,B DIVISION,S Fkln,1,684,675,0.986842105
2022-02,B DIVISION,S Fkln,2,624,624,1
2022-02,B DIVISION,S Rock,2,404,397,0.982673267
2022-02,B DIVISION,S Rock,1,399,400,1.002506266
2022-02,B DIVISION,W,1,740,688,0.92972973
2022-02,Systemwide,Systemwide,1,37723,35404,0.938525568
2022-02,Systemwide,Systemwide,2,20132,18891,0.938356845
2022-01,A DIVISION,1,1,1602,1501,0.936953808
2022-01,A DIVISION,1,2,1080,1004,0.92962963
2022-01,A DIVISION,2,1,2310,2182,0.944588745
2022-01,A DIVISION,2,2,1643,1356,0.825319537
2022-01,A DIVISION,3,1,1540,1487,0.965584416
2022-01,A DIVISION,3,2,1280,1170,0.9140625
2022-01,A DIVISION,4,1,2961,2699,0.91151638
2022-01,A DIVISION,4,2,2141,1978,0.923867352
2022-01,A DIVISION,5,1,2667,2429,0.910761155
2022-01,A DIVISION,5,2,992,908,0.915322581
2022-01,A DIVISION,6,1,1911,1777,0.929879644
2022-01,A DIVISION,6,2,1075,969,0.901395349
2022-01,A DIVISION,7,2,1528,1390,0.909685864
2022-01,A DIVISION,7,1,2484,2349,0.945652174
2022-01,B DIVISION,A,1,2709,2203,0.813215209
2022-01,B DIVISION,A,2,1622,1391,0.857583231
2022-01,B DIVISION,B,1,756,716,0.947089947
2022-01,B DIVISION,C,1,1575,1339,0.85015873
2022-01,B DIVISION,C,2,1360,1200,0.882352941
2022-01,B DIVISION,D,1,1911,1759,0.920460492
2022-01,B DIVISION,D,2,1440,1305,0.90625
2022-01,B DIVISION,E,2,720,682,0.947222222
2022-01,B DIVISION,E,1,1638,1535,0.937118437
2022-01,B DIVISION,F,1,1889,1759,0.931180519
2022-01,B DIVISION,F,2,1440,1278,0.8875
2022-01,B DIVISION,G,1,945,942,0.996825397
2022-01,B DIVISION,G,2,1728,1706,0.987268519
2022-01,B DIVISION,JZ,1,879,840,0.955631399
2022-01,B DIVISION,JZ,2,799,715,0.894868586
2022-01,B DIVISION,L,2,1365,1307,0.957509158
2022-01,B DIVISION,L,1,1568,1540,0.982142857
2022-01,B DIVISION,M,1,1260,1176,0.933333333
2022-01,B DIVISION,M,2,628,590,0.939490446
2022-01,B DIVISION,N,1,1875,1720,0.917333333
2022-01,B DIVISION,N,2,1440,1195,0.829861111
2022-01,B DIVISION,Q,1,2163,1979,0.914932963
2022-01,B DIVISION,Q,2,2088,1990,0.953065134
2022-01,B DIVISION,R,1,1756,1587,0.903758542
2022-01,B DIVISION,R,2,1440,1289,0.895138889
2022-01,B DIVISION,S Fkln,2,688,687,0.998546512
2022-01,B DIVISION,S Fkln,1,756,730,0.965608466
2022-01,B DIVISION,S Rock,2,435,413,0.949425287
2022-01,B DIVISION,S Rock,1,441,431,0.977324263
2022-01,B DIVISION,W,1,234,193,0.824786325
2022-01,Systemwide,Systemwide,1,37830,34873,0.921834523
2022-01,Systemwide,Systemwide,2,26932,24523,0.910552503
2021-12,A DIVISION,1,1,1751,1585,0.90519703
2021-12,A DIVISION,1,2,840,752,0.895238095
