year,month,day_of_week,hour_of_day,timestamp,origin_station_complex_id,origin_station_complex_name,origin_latitude,origin_longitude,destination_station_complex_id,destination_station_complex_name,destination_latitude,destination_longitude,estimated_average_ridership,origin_point,destination_point
2023,10,Tuesday,15,2023-10-03T15:00:00.000,451,Junction Blvd (7),40.749145,-73.869527,245,18 Av (F),40.629755,-73.976971,0.5426,"{'type': 'Point', 'coordinates': [-73.869527, 40.749145]}","{'type': 'Point', 'coordinates': [-73.976971, 40.629755]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,405,23 St (6),40.739864,-73.986599,445,Pelham Pkwy (5),40.858985,-73.855359,3.7058,"{'type': 'Point', 'coordinates': [-73.986599, 40.739864]}","{'type': 'Point', 'coordinates': [-73.855359, 40.858985]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,608,"4 Av (F,G)/9 St (R)",40.670559,-73.989041,318,"34 St-Penn Station (1,2,3)",40.750373,-73.991057,0.9542,"{'type': 'Point', 'coordinates': [-73.989041, 40.670559]}","{'type': 'Point', 'coordinates': [-73.991057, 40.750373]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,228,"23 St (F,M)",40.742878,-73.992821,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.712603,-74.009552,1.8796,"{'type': 'Point', 'coordinates': [-73.992821, 40.742878]}","{'type': 'Point', 'coordinates': [-74.009552, 40.712603]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,16,"8 St-NYU (R,W)",40.730328,-73.992629,277,"7 Av (E,B,D)",40.762862,-73.981637,3.6988,"{'type': 'Point', 'coordinates': [-73.992629, 40.730328]}","{'type': 'Point', 'coordinates': [-73.981637, 40.762862]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,80,"121 St (J,Z)",40.700492,-73.828294,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",40.732338,-74.000495,0.5372,"{'type': 'Point', 'coordinates': [-73.828294, 40.700492]}","{'type': 'Point', 'coordinates': [-74.000495, 40.732338]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,212,"Kingsbridge Rd (B,D)",40.866978,-73.893509,388,167 St (4),40.835537,-73.9214,2.9728,"{'type': 'Point', 'coordinates': [-73.893509, 40.866978]}","{'type': 'Point', 'coordinates': [-73.9214, 40.835537]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,282,21 St (G),40.744065,-73.949724,629,Lorimer St (L)/Metropolitan Av (G),40.713428,-73.950847,0.4972,"{'type': 'Point', 'coordinates': [-73.949724, 40.744065]}","{'type': 'Point', 'coordinates': [-73.950847, 40.713428]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,378,Woodlawn (4),40.886037,-73.878751,8.7518,"{'type': 'Point', 'coordinates': [-73.970487, 40.75733]}","{'type': 'Point', 'coordinates': [-73.878751, 40.886037]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,10,"49 St (N,R,W)",40.759901,-73.984139,434,"3 Av-149 St (2,5)",40.816109,-73.917757,3.5258,"{'type': 'Point', 'coordinates': [-73.984139, 40.759901]}","{'type': 'Point', 'coordinates': [-73.917757, 40.816109]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,345,"Crown Hts-Utica Av (3,4)",40.668897,-73.932942,303,157 St (1),40.834041,-73.94489,0.2878,"{'type': 'Point', 'coordinates': [-73.932942, 40.668897]}","{'type': 'Point', 'coordinates': [-73.94489, 40.834041]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,120,Bedford Av (L),40.717304,-73.956872,476,86 St (Q),40.777891,-73.951787,4.88,"{'type': 'Point', 'coordinates': [-73.956872, 40.717304]}","{'type': 'Point', 'coordinates': [-73.951787, 40.777891]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,176,Lafayette Av (C),40.686113,-73.973946,79,86 St (N),40.592721,-73.97823,0.248,"{'type': 'Point', 'coordinates': [-73.973946, 40.686113]}","{'type': 'Point', 'coordinates': [-73.97823, 40.592721]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,263,"63 Dr-Rego Park (M,R)",40.729846,-73.861604,177,Clinton-Washington Avs (C),40.683263,-73.965838,0.2768,"{'type': 'Point', 'coordinates': [-73.861604, 40.729846]}","{'type': 'Point', 'coordinates': [-73.965838, 40.683263]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,238,"Smith-9 Sts (F,G)",40.67358,-73.995959,385,176 St (4),40.84848,-73.911794,0.2426,"{'type': 'Point', 'coordinates': [-73.995959, 40.67358]}","{'type': 'Point', 'coordinates': [-73.911794, 40.84848]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,323,Christopher St-Sheridan Sq (1),40.733422,-74.002906,119,1 Av (L),40.730953,-73.981628,0.4748,"{'type': 'Point', 'coordinates': [-74.002906, 40.733422]}","{'type': 'Point', 'coordinates': [-73.981628, 40.730953]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,259,"Kew Gardens-Union Tpke (E,F)",40.714441,-73.831008,48,Avenue H (Q),40.62927,-73.961639,0.2738,"{'type': 'Point', 'coordinates': [-73.831008, 40.714441]}","{'type': 'Point', 'coordinates': [-73.961639, 40.62927]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,264,"Woodhaven Blvd (M,R)",40.733106,-73.869229,405,23 St (6),40.739864,-73.986599,5.361,"{'type': 'Point', 'coordinates': [-73.869229, 40.733106]}","{'type': 'Point', 'coordinates': [-73.986599, 40.739864]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,298,207 St (1),40.864621,-73.918822,313,"72 St (1,2,3)",40.778453,-73.98197,4.2362,"{'type': 'Point', 'coordinates': [-73.918822, 40.864621]}","{'type': 'Point', 'coordinates': [-73.98197, 40.778453]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,324,Houston St (1),40.728251,-74.005367,443,Baychester Av (5),40.878663,-73.838591,0.4626,"{'type': 'Point', 'coordinates': [-74.005367, 40.728251]}","{'type': 'Point', 'coordinates': [-73.838591, 40.878663]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,629,Lorimer St (L)/Metropolitan Av (G),40.713428,-73.950847,283,Greenpoint Av (G),40.731352,-73.954449,8.5652,"{'type': 'Point', 'coordinates': [-73.950847, 40.713428]}","{'type': 'Point', 'coordinates': [-73.954449, 40.731352]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,44,"Church Av (B,Q)",40.650527,-73.962982,606,"Court Sq (E,G,M,7)",40.747141,-73.945032,1.2964,"{'type': 'Point', 'coordinates': [-73.962982, 40.650527]}","{'type': 'Point', 'coordinates': [-73.945032, 40.747141]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,416,Wakefield-241 St (2),40.903125,-73.85062,425,"Bronx Park East (2,5)",40.848828,-73.868457,2.1036,"{'type': 'Point', 'coordinates': [-73.85062, 40.903125]}","{'type': 'Point', 'coordinates': [-73.868457, 40.848828]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,452,90 St-Elmhurst Av (7),40.748408,-73.876613,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,12.3544,"{'type': 'Point', 'coordinates': [-73.876613, 40.748408]}","{'type': 'Point', 'coordinates': [-73.970487, 40.75733]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,477,72 St (Q),40.768799,-73.958424,263,"63 Dr-Rego Park (M,R)",40.729846,-73.861604,6.3062,"{'type': 'Point', 'coordinates': [-73.958424, 40.768799]}","{'type': 'Point', 'coordinates': [-73.861604, 40.729846]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,164,"34 St-Penn Station (A,C,E)",40.752287,-73.993391,98,"Flushing Av (M,J)",40.70026,-73.941126,2.7234,"{'type': 'Point', 'coordinates': [-73.993391, 40.752287]}","{'type': 'Point', 'coordinates': [-73.941126, 40.70026]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,355,"Winthrop St (2,5)",40.656652,-73.9502,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.735066,-73.990416,8.4362,"{'type': 'Point', 'coordinates': [-73.9502, 40.656652]}","{'type': 'Point', 'coordinates': [-73.990416, 40.735066]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,277,"7 Av (E,B,D)",40.762862,-73.981637,160,"72 St (C,B)",40.775594,-73.97641,7.1666,"{'type': 'Point', 'coordinates': [-73.981637, 40.762862]}","{'type': 'Point', 'coordinates': [-73.97641, 40.775594]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,396,96 St (6),40.785672,-73.95107,635,"South Ferry (1)/Whitehall St (R,W)",40.702578,-74.013329,2.4196,"{'type': 'Point', 'coordinates': [-73.95107, 40.785672]}","{'type': 'Point', 'coordinates': [-74.013329, 40.702578]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,16,"8 St-NYU (R,W)",40.730328,-73.992629,157,"96 St (C,B)",40.791642,-73.964696,0.454,"{'type': 'Point', 'coordinates': [-73.992629, 40.730328]}","{'type': 'Point', 'coordinates': [-73.964696, 40.791642]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,17,"Prince St (R,W)",40.724329,-73.997702,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",40.746746,-73.891366,4.5766,"{'type': 'Point', 'coordinates': [-73.997702, 40.724329]}","{'type': 'Point', 'coordinates': [-73.891366, 40.746746]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,180,Kingston-Throop Avs (C),40.679921,-73.940858,173,"High St (A,C)",40.699337,-73.990531,3.8514,"{'type': 'Point', 'coordinates': [-73.940858, 40.679921]}","{'type': 'Point', 'coordinates': [-73.990531, 40.699337]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,308,Cathedral Pkwy (110 St) (1),40.803967,-73.966847,316,50 St (1),40.761728,-73.983849,13.464,"{'type': 'Point', 'coordinates': [-73.966847, 40.803967]}","{'type': 'Point', 'coordinates': [-73.983849, 40.761728]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,608,"4 Av (F,G)/9 St (R)",40.670559,-73.989041,417,"Nereid Av (2,5)",40.898379,-73.854376,1.4078,"{'type': 'Point', 'coordinates': [-73.989041, 40.670559]}","{'type': 'Point', 'coordinates': [-73.854376, 40.898379]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,271,"Steinway St (M,R)",40.756879,-73.92074,12.6222,"{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}","{'type': 'Point', 'coordinates': [-73.92074, 40.756879]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,41,"7 Av (B,Q)",40.67705,-73.972367,20,"City Hall (R,W)",40.713282,-74.006978,0.2402,"{'type': 'Point', 'coordinates': [-73.972367, 40.67705]}","{'type': 'Point', 'coordinates': [-74.006978, 40.713282]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,120,Bedford Av (L),40.717304,-73.956872,179,"Nostrand Av (A,C)",40.680438,-73.950426,3.0544,"{'type': 'Point', 'coordinates': [-73.956872, 40.717304]}","{'type': 'Point', 'coordinates': [-73.950426, 40.680438]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,76,Bay Pkwy (N),40.611815,-73.981848,625,"Delancey St (F)/Essex St (J,M,Z)",40.718463,-73.987776,0.5516,"{'type': 'Point', 'coordinates': [-73.981848, 40.611815]}","{'type': 'Point', 'coordinates': [-73.987776, 40.718463]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,298,207 St (1),40.864621,-73.918822,399,68 St-Hunter College (6),40.768141,-73.96387,0.766,"{'type': 'Point', 'coordinates': [-73.918822, 40.864621]}","{'type': 'Point', 'coordinates': [-73.96387, 40.768141]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,34,53 St (R),40.645069,-74.014034,37,77 St (R),40.629742,-74.02551,3.4912,"{'type': 'Point', 'coordinates': [-74.014034, 40.645069]}","{'type': 'Point', 'coordinates': [-74.02551, 40.629742]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,477,72 St (Q),40.768799,-73.958424,13,"28 St (R,W)",40.745494,-73.988691,6.5552,"{'type': 'Point', 'coordinates': [-73.958424, 40.768799]}","{'type': 'Point', 'coordinates': [-73.988691, 40.745494]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,627,"Franklin Av (C,S)",40.680988,-73.956337,44,"Church Av (B,Q)",40.650527,-73.962982,9.7648,"{'type': 'Point', 'coordinates': [-73.956337, 40.680988]}","{'type': 'Point', 'coordinates': [-73.962982, 40.650527]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,265,"Grand Av-Newtown (M,R)",40.737015,-73.877223,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,9.6076,"{'type': 'Point', 'coordinates': [-73.877223, 40.737015]}","{'type': 'Point', 'coordinates': [-73.977359, 40.751992]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,340,"Grand Army Plaza (2,3)",40.675235,-73.971046,429,"Freeman St (2,5)",40.829993,-73.891865,1.0192,"{'type': 'Point', 'coordinates': [-73.971046, 40.675235]}","{'type': 'Point', 'coordinates': [-73.891865, 40.829993]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,392,"125 St (4,5,6)",40.804138,-73.937594,346,Sutter Av-Rutland Rd (3),40.664717,-73.92261,2.8306,"{'type': 'Point', 'coordinates': [-73.937594, 40.804138]}","{'type': 'Point', 'coordinates': [-73.92261, 40.664717]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,612,"Lexington Av-53 St (E,M)/51 St (6)",40.75733,-73.970487,422,"Burke Av (2,5)",40.871356,-73.867164,1.9916,"{'type': 'Point', 'coordinates': [-73.970487, 40.75733]}","{'type': 'Point', 'coordinates': [-73.867164, 40.871356]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,83,"Woodhaven Blvd (J,Z)",40.693879,-73.851576,107,"Broad St (J,Z)",40.706476,-74.011056,1.5562,"{'type': 'Point', 'coordinates': [-73.851576, 40.693879]}","{'type': 'Point', 'coordinates': [-74.011056, 40.706476]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.684162,-73.977789,627,"Franklin Av (C,S)",40.680988,-73.956337,2.0762,"{'type': 'Point', 'coordinates': [-73.977789, 40.684162]}","{'type': 'Point', 'coordinates': [-73.956337, 40.680988]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,395,103 St (6),40.7906,-73.947478,212,"Kingsbridge Rd (B,D)",40.866978,-73.893509,0.2494,"{'type': 'Point', 'coordinates': [-73.947478, 40.7906]}","{'type': 'Point', 'coordinates': [-73.893509, 40.866978]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,328,WTC Cortlandt (1),40.711835,-74.012188,95,"Gates Av (J,Z)",40.68963,-73.92227,0.2372,"{'type': 'Point', 'coordinates': [-74.012188, 40.711835]}","{'type': 'Point', 'coordinates': [-73.92227, 40.68963]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,258,"Briarwood (E,F)",40.709179,-73.820574,618,"14 St (A,C,E)/8 Av (L)",40.740335,-74.002134,0.794,"{'type': 'Point', 'coordinates': [-73.820574, 40.709179]}","{'type': 'Point', 'coordinates': [-74.002134, 40.740335]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,216,"174-175 Sts (B,D)",40.8459,-73.910136,75,20 Av (N),40.61741,-73.985026,0.2648,"{'type': 'Point', 'coordinates': [-73.910136, 40.8459]}","{'type': 'Point', 'coordinates': [-73.985026, 40.61741]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,452,90 St-Elmhurst Av (7),40.748408,-73.876613,217,"170 St (B,D)",40.839306,-73.9134,0.5038,"{'type': 'Point', 'coordinates': [-73.876613, 40.748408]}","{'type': 'Point', 'coordinates': [-73.9134, 40.839306]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,107,"Broad St (J,Z)",40.706476,-74.011056,108,Middle Village-Metropolitan Av (M),40.711396,-73.889601,8.1542,"{'type': 'Point', 'coordinates': [-74.011056, 40.706476]}","{'type': 'Point', 'coordinates': [-73.889601, 40.711396]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,187,Shepherd Av (C),40.67413,-73.88075,46,Cortelyou Rd (Q),40.640927,-73.963891,1.2938,"{'type': 'Point', 'coordinates': [-73.88075, 40.67413]}","{'type': 'Point', 'coordinates': [-73.963891, 40.640927]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,601,"14 St (F,M,1,2,3)/6 Av (L)",40.737796,-73.997732,630,"Myrtle-Wyckoff Avs (L,M)",40.699622,-73.911986,31.5194,"{'type': 'Point', 'coordinates': [-73.997732, 40.737796]}","{'type': 'Point', 'coordinates': [-73.911986, 40.699622]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,9,"57 St-7 Av (N,Q,R,W)",40.764664,-73.980658,636,"Jay St-MetroTech (A,C,F,R)",40.692259,-73.986642,2.784,"{'type': 'Point', 'coordinates': [-73.980658, 40.764664]}","{'type': 'Point', 'coordinates': [-73.986642, 40.692259]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,154,"116 St (C,B)",40.805085,-73.954882,54,"Sheepshead Bay (B,Q)",40.586896,-73.954155,0.7,"{'type': 'Point', 'coordinates': [-73.954882, 40.805085]}","{'type': 'Point', 'coordinates': [-73.954155, 40.586896]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,471,34 St-Hudson Yards (7),40.755882,-74.00191,65,79 St (D),40.613501,-74.00061,3.4392,"{'type': 'Point', 'coordinates': [-74.00191, 40.755882]}","{'type': 'Point', 'coordinates': [-74.00061, 40.613501]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,617,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",40.684162,-73.977789,398,77 St (6),40.77362,-73.959874,2.3106,"{'type': 'Point', 'coordinates': [-73.977789, 40.684162]}","{'type': 'Point', 'coordinates': [-73.959874, 40.77362]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,254,Jamaica-179 St (F),40.712646,-73.783817,51,"Kings Hwy (B,Q)",40.60867,-73.957734,1.0848,"{'type': 'Point', 'coordinates': [-73.783817, 40.712646]}","{'type': 'Point', 'coordinates': [-73.957734, 40.60867]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,270,"46 St (M,R)",40.756312,-73.913333,89,Cleveland St (J),40.679947,-73.884639,0.2582,"{'type': 'Point', 'coordinates': [-73.913333, 40.756312]}","{'type': 'Point', 'coordinates': [-73.884639, 40.679947]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,635,"South Ferry (1)/Whitehall St (R,W)",40.702578,-74.013329,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",40.746746,-73.891366,14.062,"{'type': 'Point', 'coordinates': [-74.013329, 40.702578]}","{'type': 'Point', 'coordinates': [-73.891366, 40.746746]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,17,"Prince St (R,W)",40.724329,-73.997702,311,86 St (1),40.788644,-73.976218,1.6864,"{'type': 'Point', 'coordinates': [-73.997702, 40.724329]}","{'type': 'Point', 'coordinates': [-73.976218, 40.788644]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,54,"Sheepshead Bay (B,Q)",40.586896,-73.954155,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.981329,6.3114,"{'type': 'Point', 'coordinates': [-73.954155, 40.586896]}","{'type': 'Point', 'coordinates': [-73.981329, 40.758663]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,273,"Queens Plaza (E,M,R)",40.748973,-73.937243,156,"103 St (C,B)",40.796092,-73.961454,0.2372,"{'type': 'Point', 'coordinates': [-73.937243, 40.748973]}","{'type': 'Point', 'coordinates': [-73.961454, 40.796092]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,629,Lorimer St (L)/Metropolitan Av (G),40.713428,-73.950847,235,York St (F),40.701397,-73.986751,1.9658,"{'type': 'Point', 'coordinates': [-73.950847, 40.713428]}","{'type': 'Point', 'coordinates': [-73.986751, 40.701397]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,146,181 St (A),40.851695,-73.937969,419,"225 St (2,5)",40.888022,-73.860341,0.2474,"{'type': 'Point', 'coordinates': [-73.937969, 40.851695]}","{'type': 'Point', 'coordinates': [-73.860341, 40.888022]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,179,"Nostrand Av (A,C)",40.680438,-73.950426,206,Beach 44 St (A),40.592943,-73.776013,0.2854,"{'type': 'Point', 'coordinates': [-73.950426, 40.680438]}","{'type': 'Point', 'coordinates': [-73.776013, 40.592943]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,629,Lorimer St (L)/Metropolitan Av (G),40.713428,-73.950847,243,"Church Av (F,G)",40.644041,-73.979678,5.9382,"{'type': 'Point', 'coordinates': [-73.950847, 40.713428]}","{'type': 'Point', 'coordinates': [-73.979678, 40.644041]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,392,"125 St (4,5,6)",40.804138,-73.937594,16,"8 St-NYU (R,W)",40.730328,-73.992629,0.515,"{'type': 'Point', 'coordinates': [-73.937594, 40.804138]}","{'type': 'Point', 'coordinates': [-73.992629, 40.730328]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.712603,-74.009552,329,Rector St (1),40.707513,-74.013783,1.9046,"{'type': 'Point', 'coordinates': [-74.009552, 40.712603]}","{'type': 'Point', 'coordinates': [-74.013783, 40.707513]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,169,"Canal St (A,C,E)",40.720824,-74.005229,398,77 St (6),40.77362,-73.959874,0.7192,"{'type': 'Point', 'coordinates': [-74.005229, 40.720824]}","{'type': 'Point', 'coordinates': [-73.959874, 40.77362]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,259,"Kew Gardens-Union Tpke (E,F)",40.714441,-73.831008,258,"Briarwood (E,F)",40.709179,-73.820574,7.9236,"{'type': 'Point', 'coordinates': [-73.831008, 40.714441]}","{'type': 'Point', 'coordinates': [-73.820574, 40.709179]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,447,Flushing-Main St (7),40.7596,-73.83003,198,Howard Beach-JFK Airport (A),40.660476,-73.830301,0.847,"{'type': 'Point', 'coordinates': [-73.83003, 40.7596]}","{'type': 'Point', 'coordinates': [-73.830301, 40.660476]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,450,103 St-Corona Plaza (7),40.749865,-73.8627,2,"Astoria Blvd (N,W)",40.770258,-73.917843,3.2936,"{'type': 'Point', 'coordinates': [-73.8627, 40.749865]}","{'type': 'Point', 'coordinates': [-73.917843, 40.770258]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,216,"174-175 Sts (B,D)",40.8459,-73.910136,440,"116 St (2,3)",40.802098,-73.949625,0.5416,"{'type': 'Point', 'coordinates': [-73.910136, 40.8459]}","{'type': 'Point', 'coordinates': [-73.949625, 40.802098]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,399,68 St-Hunter College (6),40.768141,-73.96387,122,Graham Av (L),40.714565,-73.944053,4.9904,"{'type': 'Point', 'coordinates': [-73.96387, 40.768141]}","{'type': 'Point', 'coordinates': [-73.944053, 40.714565]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,28,Union St (R),40.677316,-73.98311,212,"Kingsbridge Rd (B,D)",40.866978,-73.893509,1.7434,"{'type': 'Point', 'coordinates': [-73.98311, 40.677316]}","{'type': 'Point', 'coordinates': [-73.893509, 40.866978]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,326,Franklin St (1),40.719318,-74.006886,1,"Astoria-Ditmars Blvd (N,W)",40.775036,-73.912034,0.733,"{'type': 'Point', 'coordinates': [-74.006886, 40.719318]}","{'type': 'Point', 'coordinates': [-73.912034, 40.775036]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,50,Avenue M (Q),40.617618,-73.959399,636,"Jay St-MetroTech (A,C,F,R)",40.692259,-73.986642,1.1938,"{'type': 'Point', 'coordinates': [-73.959399, 40.617618]}","{'type': 'Point', 'coordinates': [-73.986642, 40.692259]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,87,"Crescent St (J,Z)",40.683194,-73.873785,380,Bedford Park Blvd-Lehman College (4),40.873412,-73.890064,1.0738,"{'type': 'Point', 'coordinates': [-73.873785, 40.683194]}","{'type': 'Point', 'coordinates': [-73.890064, 40.873412]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,277,"7 Av (E,B,D)",40.762862,-73.981637,409,Spring St (6),40.722301,-73.997141,2.6884,"{'type': 'Point', 'coordinates': [-73.981637, 40.762862]}","{'type': 'Point', 'coordinates': [-73.997141, 40.722301]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,286,Broadway (G),40.706092,-73.950308,162,"50 St (C,E)",40.762456,-73.985984,0.2378,"{'type': 'Point', 'coordinates': [-73.950308, 40.706092]}","{'type': 'Point', 'coordinates': [-73.985984, 40.762456]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,280,Jamaica-Van Wyck (E),40.702566,-73.816859,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",40.725606,-73.995432,0.763,"{'type': 'Point', 'coordinates': [-73.816859, 40.702566]}","{'type': 'Point', 'coordinates': [-73.995432, 40.725606]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,195,Ozone Park-Lefferts Blvd (A),40.685951,-73.825798,186,Van Siclen Av (C),40.67271,-73.890358,0.9042,"{'type': 'Point', 'coordinates': [-73.825798, 40.685951]}","{'type': 'Point', 'coordinates': [-73.890358, 40.67271]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,310,"96 St (1,2,3)",40.793919,-73.972323,301,181 St (1),40.849505,-73.933596,22.9436,"{'type': 'Point', 'coordinates': [-73.972323, 40.793919]}","{'type': 'Point', 'coordinates': [-73.933596, 40.849505]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,343,Nostrand Av (3),40.669847,-73.950466,355,"Winthrop St (2,5)",40.656652,-73.9502,0.5838,"{'type': 'Point', 'coordinates': [-73.950466, 40.669847]}","{'type': 'Point', 'coordinates': [-73.9502, 40.656652]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,405,23 St (6),40.739864,-73.986599,370,Whitlock Av (6),40.826525,-73.886283,3.7352,"{'type': 'Point', 'coordinates': [-73.986599, 40.739864]}","{'type': 'Point', 'coordinates': [-73.886283, 40.826525]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,152,"135 St (C,B)",40.817894,-73.947649,300,191 St (1),40.855225,-73.929412,0.632,"{'type': 'Point', 'coordinates': [-73.947649, 40.817894]}","{'type': 'Point', 'coordinates': [-73.929412, 40.855225]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,328,WTC Cortlandt (1),40.711835,-74.012188,313,"72 St (1,2,3)",40.778453,-73.98197,13.6654,"{'type': 'Point', 'coordinates': [-74.012188, 40.711835]}","{'type': 'Point', 'coordinates': [-73.98197, 40.778453]}"
2023,10,Tuesday,15,2023-10-03T15:00:00.000,14,"23 St (R,W)",40.741303,-73.989344,22,"Rector St (R,W)",40.70722,-74.013342,7.3208,"{'type': 'Point', 'coordinates': [-73.989344, 40.741303]}","{'type': 'Point', 'coordinates': [-74.013342, 40.70722]}"
